;Thickness_1;Thickness_2;Thickness_3;Thickness_4;Thickness_5;Thickness_6;Thickness_7;Thickness_8;Thickness_9;Material_1;Material_2;Material_3;Material_4;Material_5;Material_6;Material_7;Material_8;Material_9;;Stress_1;Stress_2;Stress_3;Stress_4;Stress_5;Stress_6;Stress_7;Stress_8;Stress_9;Stress_10
Model_137;0.44;0.96;1.24;1.08;1.85;1.21;1.18;0.95;0.78;2;2;1;1;1;1;2;2;1;;122.88;217.002;503.437;60.609;125.365;23.61;164.343;20.902;468.428;3.221
Model_138;0.57;0.67;1.44;1.19;1.66;0.87;1.67;0.88;0.80;2;1;2;2;2;2;1;2;1;;107.158;136.653;398.491;57.451;135.761;23.75;153.191;19.612;350.735;2.411
Model_139;0.65;0.88;0.81;0.54;1.67;1.27;1.65;1.13;0.78;2;1;1;1;2;1;2;1;2;;89.231;196.252;750.831;53.624;104.297;28.956;170.838;14.34;495.84;2.699
Model_140;0.75;0.94;1.71;0.90;1.63;1.61;1.54;1.02;0.60;2;2;1;1;2;1;1;2;2;;82.402;164.733;391.785;69.383;162.101;17.294;162.722;18.498;500.96;2.979
Model_141;1.01;0.58;0.82;0.87;1.77;1.26;1.53;0.77;0.47;2;2;2;2;1;1;1;1;1;;57.849;169.918;806.245;85.113;99.659;16.942;181.221;18.801;661.768;1.939
Model_142;0.72;0.91;0.81;1.17;1.32;0.87;1.65;0.90;0.52;1;2;1;2;1;1;2;2;1;;86.376;205.814;860.234;74.904;183.962;20.86;183.285;19.231;657.127;2.902
Model_143;0.72;0.77;1.51;0.80;1.81;1.30;1.29;0.66;0.53;1;2;1;1;1;1;2;1;2;;80.199;173.481;428.119;73.747;120.491;19.489;181.346;23.269;560.733;2.643
Model_144;1.11;0.78;1.64;1.05;1.08;1.55;1.14;0.66;0.96;2;1;1;2;1;1;2;2;2;;51.665;181.715;345.964;52.571;309.413;20.419;157.854;23.522;441.594;2.423
Model_145;1.00;0.88;1.07;0.59;1.35;1.44;1.54;0.55;0.79;1;1;2;2;2;2;2;1;2;;55.978;183.749;544.11;53.242;185.846;25.161;168.145;22.898;447.096;2.668
Model_146;0.60;0.62;1.60;1.18;1.46;0.85;1.44;1.12;0.61;2;1;1;2;2;2;1;2;2;;91.614;144.265;376.23;64.9;169.854;22.603;177.873;15.314;463.909;2.398
Model_147;0.55;0.66;0.94;0.92;1.13;1.48;1.87;0.87;0.53;2;2;1;2;1;2;1;2;2;;102.078;141.469;592.208;72.875;211.309;14.985;147.253;17.304;528.775;2.149
Model_148;0.48;0.94;1.65;0.57;1.58;1.35;1.77;0.60;0.80;2;2;2;1;1;2;2;1;1;;120.279;142.952;353.746;48.739;165.311;27.681;148.191;24.027;343.25;3.155
Model_149;0.49;0.86;1.39;1.02;1.23;1.39;1.57;0.62;1.05;1;1;2;2;2;2;1;1;1;;106.509;159.481;383.257;47.204;222.832;22.302;141.566;25.204;394.208;2.675
Model_150;0.78;0.72;0.91;0.91;1.68;1.11;1.56;1.19;0.82;2;1;2;2;2;2;2;1;2;;70.586;179.35;645.841;58.5;113.223;26.29;168.509;13.662;460.526;2.218
Model_151;0.52;0.62;1.07;0.71;1.25;1.65;1.43;0.46;0.77;1;1;1;2;1;1;1;2;2;;97.911;163.395;461.075;54.835;179.818;18.419;168.091;25.938;412.178;2.152
Model_152;1.06;0.99;1.27;0.75;1.45;0.98;1.91;0.75;0.97;1;2;1;1;1;2;1;1;2;;56.63;154.343;453.546;50.139;179.5;31.338;142.323;20.541;390.867;2.823
Model_153;0.43;0.98;1.46;1.19;1.87;1.54;1.78;0.61;0.76;1;1;1;2;2;1;2;1;2;;144.198;152.074;436.75;59.85;122.716;17.759;153.236;26.866;390.507;3.153
Model_154;0.66;0.63;1.07;1.15;1.54;0.98;1.59;0.55;0.81;2;1;2;2;2;2;1;2;2;;85.579;155.097;488.694;56.123;137.848;22.703;159.735;25.136;403.567;2.093
Model_155;1.00;0.68;1.62;1.09;1.82;1.27;1.53;0.89;1.04;2;1;2;2;2;1;1;1;1;;64.761;132.399;345.535;50.077;131.623;23.81;129.407;19.77;348.369;2.383
Model_156;0.65;0.71;0.91;1.03;1.26;1.04;1.11;0.64;0.64;2;1;1;2;1;1;1;1;2;;76.553;237.165;644.22;66.077;191.923;22.046;210.414;22.735;551.41;2.351
Model_157;0.77;0.77;1.65;1.05;1.71;1.48;1.33;1.19;1.05;2;1;2;1;1;1;2;1;2;;79.834;145.763;343.603;49.263;152.131;22.766;130.036;16.015;378.399;2.631
Model_158;0.45;1.04;1.60;0.91;1.86;1.49;1.01;0.73;0.92;1;1;1;1;2;1;2;2;2;;116.833;190.551;387.835;52.194;137.513;23.853;127.016;24.922;427.513;3.509
Model_159;0.87;0.58;0.97;1.05;1.86;0.99;1.67;1.07;0.86;1;1;2;1;2;1;1;2;1;;64.477;156.259;586.395;56.576;95.307;24.868;151.358;14.624;404.194;1.942
Model_160;1.13;0.90;0.98;0.97;1.07;1.25;1.27;0.50;0.48;2;1;1;1;1;1;2;1;2;;46.978;251.141;684.613;79.07;289.592;16.938;202.297;25.194;763.046;2.784
Model_161;0.65;0.56;1.63;1.05;1.14;1.17;1.62;0.62;0.81;2;1;2;2;1;1;1;2;2;;80.615;136.686;325.982;54.931;250.067;21.614;156.152;22.919;336.26;2.118
Model_162;0.69;0.71;1.30;1.13;1.46;1.61;1.56;0.76;0.51;1;2;1;2;1;2;2;1;1;;83.916;150.786;486.778;71.501;165.679;14.663;167.011;21.092;583.481;2.357
Model_163;0.77;0.81;1.09;1.15;1.48;0.85;1.32;0.43;0.92;2;2;2;2;2;1;2;1;2;;70.96;186.283;495.448;53.502;160.86;23.333;154.395;27.249;463.349;2.496
Model_164;0.60;0.65;1.61;0.65;1.27;1.18;1.53;0.95;0.59;1;1;1;1;1;2;1;2;1;;90.744;137.952;348.868;67.503;205.759;24.558;164.933;16.357;447.468;2.431
Model_165;0.51;0.80;1.03;0.83;1.11;1.38;1.72;0.46;1.06;1;1;1;2;1;2;1;2;2;;96.232;160.867;466.592;43.417;199.194;23.226;137.13;26.251;409.901;2.356
Model_166;1.04;0.72;1.27;0.98;1.05;1.04;1.18;0.78;0.42;1;2;1;2;2;2;2;1;1;;48.701;213.081;526.255;81.153;290.819;18.304;208.173;20.538;764.263;2.405
Model_167;0.72;0.55;1.50;1.03;1.70;1.30;1.54;1.12;0.56;2;1;1;1;2;1;1;1;1;;77.106;125.626;397.128;71.154;119.478;17.483;160.388;14.434;478.385;2.255
Model_168;0.76;0.64;1.61;0.94;1.47;1.63;1.76;0.99;0.58;2;2;1;2;2;2;2;2;1;;74.254;118.672;367.199;71.517;165.307;15.744;143.819;16.414;448.169;2.255
Model_169;0.68;1.04;1.19;0.57;1.61;0.91;1.68;0.71;0.86;1;1;2;2;1;1;1;2;2;;88.132;173.776;499.716;51.088;149.036;35.927;149.684;21.534;418.182;3.01
Model_170;1.15;0.69;1.14;0.58;1.49;1.68;1.75;0.64;0.83;1;2;2;2;2;2;2;2;1;;48.844;145.701;464.175;51.561;152.102;21.478;150.042;21.387;375.311;2.177
Model_171;0.68;0.59;1.44;0.83;1.01;1.23;1.84;1.11;0.69;2;2;2;2;1;1;2;2;2;;73.754;134.786;369.769;63.531;280.167;22.681;150.173;13.36;373.994;2.061
Model_172;0.42;0.62;1.35;0.70;1.19;1.17;1.05;0.50;0.92;1;2;1;1;1;2;1;1;2;;114.807;163.785;359.434;46.333;210.267;26.102;140.39;26.234;417.233;2.381
Model_173;1.07;0.94;1.00;0.76;1.24;1.44;1.50;0.79;0.55;2;1;1;1;1;2;2;1;1;;54.007;210.786;657.268;74.069;226.449;18.51;183.238;20.143;620.655;2.842
Model_174;0.62;0.58;1.47;0.65;1.03;1.60;1.26;0.70;0.91;1;1;1;1;1;2;1;2;2;;81.101;157.839;335.832;46.291;270.195;21.111;153.791;20.6;390.357;2.123
Model_175;0.42;0.66;0.88;1.12;1.80;0.94;1.78;1.11;0.92;2;2;1;2;1;1;2;2;2;;141.434;164.203;630.596;52.149;87.085;23.421;149.047;14.975;419.777;2.13
Model_176;0.68;0.73;1.29;1.25;1.77;1.46;1.03;0.60;1.05;1;2;1;2;2;2;2;1;2;;84.881;162.405;410.237;49.352;127.864;19.977;123.564;26.488;436.029;2.458
Model_177;0.81;1.02;1.37;0.93;1.72;1.69;1.14;0.69;0.49;2;1;1;1;1;1;1;2;2;;75.569;238.745;544.35;77.461;149.277;18.888;169.481;24.341;708.828;3.129
Model_178;1.08;0.74;0.97;0.65;1.21;1.12;1.89;0.75;0.75;1;1;2;2;2;1;1;2;1;;48.562;153.608;575.624;57.283;196.184;28.622;154.237;18.725;408.621;2.25
Model_179;0.94;0.82;1.24;0.81;1.18;1.33;1.49;0.47;0.99;2;2;1;2;1;2;1;2;2;;60.158;170.142;426.182;47.152;224.559;25.126;147.726;25.513;422.654;2.459
Model_180;0.67;0.93;1.28;0.65;1.38;1.64;1.39;0.47;1.02;2;1;2;1;1;2;1;2;1;;81.704;172.379;418.318;43.707;185.445;23.544;136.581;25.935;420.807;2.794
Model_181;1.13;0.86;1.47;0.95;1.34;0.94;1.35;0.56;0.61;2;2;2;2;1;1;2;1;2;;50.749;193.64;443.114;70.794;215.01;25.77;189.88;24.289;528.868;2.661
Model_182;1.05;0.64;0.92;1.25;1.63;1.41;1.08;0.66;0.75;1;1;1;1;2;2;2;1;1;;51.43;216.489;678.709;60.098;129.449;18.171;192.537;22.952;542.394;2.11
Model_183;0.66;0.67;1.15;0.95;1.24;1.18;1.85;0.63;0.95;1;1;2;1;1;1;2;2;1;;78.447;143.527;430.866;49.371;187.926;24.013;140.186;22.612;361.959;2.113
Model_184;0.48;0.75;1.55;0.87;1.38;1.35;1.28;0.99;0.86;1;2;2;2;2;2;1;2;1;;108.223;166.356;363.637;54.342;198.109;23.713;161.48;18.199;394.908;2.723
Model_185;0.59;0.73;1.07;1.13;1.04;1.09;1.71;0.47;0.51;2;2;2;1;2;2;1;1;2;;96.401;154.324;554.69;69.015;264.071;17.252;161.128;26.082;587.154;2.37
Model_186;0.83;0.64;1.64;0.57;1.82;1.39;1.76;1.00;0.56;1;2;1;2;2;2;1;1;2;;69.325;110.052;354.695;70.883;109.215;21.075;132.418;15.999;443.316;2.32
Model_187;0.82;0.86;1.16;0.68;1.05;0.84;1.18;0.58;1.03;2;1;2;1;2;2;1;2;2;;63.331;188.961;451.3;45.508;251.197;29.844;132.692;23.317;468.083;2.542
Model_188;1.04;0.91;1.09;1.26;1.80;1.08;1.15;0.47;0.73;2;1;1;2;2;1;2;1;1;;56.755;235.544;607.037;64.609;132.713;22.19;180.716;26.555;519.246;2.81
Model_189;0.46;0.96;1.06;1.28;1.07;1.27;1.70;0.53;0.74;2;2;1;2;2;2;1;1;1;;118.737;193.969;605.183;59.652;264.186;18.55;175.527;26.293;466.627;2.978
Model_190;0.80;0.69;0.97;0.61;1.78;1.52;1.42;0.68;0.82;2;1;1;2;2;2;1;2;1;;69.898;174.637;596.125;52.469;104;23.603;162.865;21.12;443.326;2.215
Model_191;1.02;0.85;1.43;1.00;1.48;1.42;1.33;0.88;0.71;1;2;2;1;1;2;2;1;1;;56.737;192.068;446.206;65.246;186.557;20.58;185.092;19.629;456.789;2.688
Model_192;0.59;0.72;0.89;1.27;1.38;1.44;1.45;0.47;0.77;2;1;1;2;2;1;1;2;1;;91.883;195.361;639.818;56.929;155.618;16.878;183.493;27.135;489.293;2.258
Model_193;1.18;0.96;1.63;1.17;1.48;1.27;1.01;0.42;0.98;1;2;1;1;2;2;2;1;1;;53.35;189.897;377.545;53.874;209.929;23.886;131.707;26.824;444.474;2.89
Model_194;0.44;1.03;1.50;0.90;1.30;1.47;1.66;0.61;0.66;2;1;2;1;2;1;2;1;2;;130.805;171.15;423.606;63.094;228.653;19.351;162.821;25.021;464.422;3.288
Model_195;1.07;0.71;1.23;0.59;1.51;1.06;1.66;1.04;1.01;2;1;1;2;1;2;2;1;1;;54.819;145.04;408.364;44.595;152.631;31.634;134.88;15.44;371.863;2.231
Model_196;0.68;0.84;1.47;0.86;1.85;0.86;1.74;0.52;0.78;2;2;2;2;1;1;2;2;1;;90.012;140.497;404.723;58.813;118.209;30.076;150.289;25.785;355.662;2.662
Model_197;0.52;1.01;1.38;1.29;1.22;1.22;1.90;0.78;0.74;2;1;2;2;1;1;2;2;2;;114.491;160.133;459.045;60.696;247.704;20.002;159.896;22.927;408.618;3.068
Model_198;0.79;0.61;1.37;0.88;1.22;1.32;1.27;0.98;1.06;1;2;1;1;2;1;2;2;1;;71.547;154.621;357.324;45.357;211.071;23.79;127.384;16.877;391.807;2.1
Model_199;1.18;0.64;1.17;1.11;1.16;1.41;1.85;1.12;1.07;2;1;1;1;1;1;1;2;1;;44.789;150.813;417.966;47.178;214.977;21.618;133.201;14.443;372.822;1.997
Model_200;0.45;0.56;1.33;0.68;1.57;1.28;1.53;0.47;0.90;2;1;2;1;2;2;2;1;2;;128.556;131.732;367.705;46.878;127.959;25.336;137.251;26.999;338.863;2.271
Model_201;0.72;0.89;1.62;1.28;1.75;1.70;1.52;0.56;0.68;2;2;1;1;2;2;1;2;1;;84.723;166.515;408.589;62.94;142.917;14.425;170.574;26.555;451.348;2.797
Model_202;0.83;0.98;1.61;0.55;1.32;1.00;1.01;0.87;0.47;1;2;1;1;2;1;2;2;1;;74.115;239.207;443.243;73.96;219.426;28.73;167.107;20.064;667.675;3.29
Model_203;0.85;0.83;1.37;0.51;1.21;1.50;1.47;1.11;0.96;2;2;2;2;1;1;1;2;2;;64.807;167.749;389.962;51.056;228.253;26.348;149.771;15.18;406.204;2.567
Model_204;0.53;0.97;1.40;0.51;1.36;0.82;1.86;0.99;0.62;2;1;1;1;2;1;2;1;1;;115.107;144.234;432.633;60.068;192.08;38.248;144.593;17.348;458.895;3.173
Model_205;1.08;0.59;1.13;0.75;1.83;1.66;1.22;0.58;0.64;1;2;1;2;1;1;2;1;1;;51.739;175.908;504.282;70.335;108.357;16.86;195.245;23.867;492.257;2.221
Model_206;0.50;1.01;1.58;1.13;1.82;1.71;1.04;0.67;1.00;1;2;1;2;1;1;1;2;1;;112.824;183.044;384.142;52.143;143.491;19.554;120.934;26.288;427.045;3.283
Model_207;0.41;0.94;1.68;0.67;1.90;1.02;1.40;1.01;0.89;1;1;2;1;2;2;2;1;2;;129.419;159.399;354.706;48.225;126.664;33.768;146.633;19.452;371.192;3.351
Model_208;0.77;1.05;0.92;0.84;1.87;1.18;1.90;1.05;0.66;2;1;2;1;2;1;2;2;1;;87.525;176.981;760.562;67.667;109.36;25.499;162.289;17.386;486.655;3.04
Model_209;0.46;0.57;1.56;0.67;1.12;1.23;1.75;0.70;0.94;2;1;2;1;2;1;1;1;2;;110.073;131.978;314.788;44.446;237.098;25.884;134.406;20.33;314.72;2.167
Model_210;0.48;0.92;0.87;1.27;1.83;1.11;1.25;0.99;0.50;2;1;1;2;1;2;2;2;1;;125.651;268.664;896.769;74.076;113.895;17.342;208.709;19.876;762.862;3.004
Model_211;0.63;1.06;0.84;1.28;1.65;1.44;1.26;1.09;0.86;1;2;2;2;2;2;1;1;1;;84.538;260.588;800.676;59.046;124.245;19.876;168.845;17.659;585.455;3.05
Model_212;0.87;1.03;1.14;0.69;1.36;1.63;1.36;1.10;0.85;1;2;1;2;2;1;1;1;2;;64.079;214.499;543.054;54.474;201.841;23.1;158.571;16.5;482.14;2.986
Model_213;0.70;0.62;0.83;0.77;1.46;1.62;1.07;0.60;0.91;2;1;1;2;1;1;2;1;1;;72.373;197.514;638.019;50.179;121.341;20.42;151.206;22.588;513.249;1.976
Model_214;0.50;0.99;1.01;0.98;1.56;1.70;1.03;0.68;0.50;2;2;1;1;2;1;2;1;1;;109.998;292.522;698.672;76.473;160.102;17.225;190.836;24.384;753.9;3.204
Model_215;0.66;0.56;1.41;1.02;1.26;0.99;1.23;0.92;0.73;1;2;2;2;2;2;2;1;2;;79.001;161.765;389.824;60.46;204.053;23.775;184.062;17.337;405.881;2.29
Model_216;0.79;0.84;0.97;1.03;1.41;1.21;1.78;1.06;0.51;1;1;2;1;2;1;1;2;2;;78.853;160.728;664.308;76.344;173.793;18.065;160.401;16.527;625.366;2.675
Model_217;1.15;0.57;1.40;1.24;1.57;1.43;1.88;0.49;1.02;1;1;2;1;2;2;1;2;1;;49.678;127.554;377.775;47.897;148.445;20.251;125.147;27.576;323.958;1.95
Model_218;0.83;0.72;1.05;0.73;1.18;1.49;1.71;0.95;0.93;2;1;2;2;1;2;1;1;1;;63.27;160.393;486.966;48.654;201.307;23.689;150.106;16.35;404.666;2.163
Model_219;0.62;0.73;1.48;0.64;1.08;1.66;1.64;0.78;1.06;2;2;1;1;2;2;2;1;2;;80.431;148.464;337.37;40.183;258.303;22.189;137.733;19.821;363.042;2.253
Model_220;0.51;0.89;1.12;1.25;1.65;1.08;1.49;0.64;0.83;2;2;2;2;1;1;2;2;1;;115.246;187.99;523.697;57.276;140.094;22.113;167.153;25.239;447.879;2.822
Model_221;0.42;0.58;1.42;1.18;1.82;1.45;1.18;1.15;0.52;1;1;1;2;2;2;2;2;1;;137.276;165.37;443.694;67.577;114.476;14.398;204.941;15.577;570.758;2.543
Model_222;1.17;0.88;1.46;1.24;1.79;1.69;1.54;0.95;1.02;2;1;1;2;1;1;2;2;1;;56.22;157.105;407.735;53.228;143.998;19.828;142.531;19.572;398.718;2.709
Model_223;0.46;0.98;1.02;1.01;1.16;1.45;1.27;1.10;0.53;1;1;1;2;2;2;2;1;2;;117.873;254.305;654.471;74.452;254.042;15.872;190.682;17.777;688.121;3.081
Model_224;0.80;0.78;1.24;0.52;1.61;0.84;1.43;0.53;0.77;2;2;2;1;2;1;2;2;1;;70.845;167.334;446.899;51.196;140.551;36.617;164.668;23.822;400.717;2.579
Model_225;0.87;0.84;1.34;1.18;1.17;1.10;1.77;1.09;0.85;1;2;1;2;1;2;2;1;2;;61.932;162.892;436.435;57.45;248.151;23.247;165.047;16.249;402.231;2.608
Model_226;1.02;1.01;1.34;0.74;1.13;1.50;1.87;0.50;0.96;2;1;2;1;2;2;1;2;2;;56.87;161.806;444.305;48.777;260.516;24.779;151.252;23.961;400.233;2.834
Model_227;0.87;0.77;0.88;0.93;1.39;1.67;1.74;0.65;0.49;1;1;2;1;1;1;2;2;1;;69.919;160.199;709.694;78.395;165.067;16.244;163.804;22.091;636.067;2.469
Model_228;0.60;1.00;1.31;1.25;1.24;1.27;1.13;0.51;0.59;1;1;2;1;1;1;1;1;1;;94.784;254.382;527.587;67.66;250.546;17.407;188.159;27.042;608.937;3.079
Model_229;0.85;0.64;1.11;1.04;1.44;1.19;1.62;1.08;0.87;2;2;1;1;1;1;2;1;1;;64.983;157.016;468.829;55.474;159.358;23.544;156.07;14.993;398.634;2.091
Model_230;0.50;0.56;1.21;0.97;1.79;0.94;1.20;0.42;0.59;1;2;2;2;2;1;2;2;2;;117.429;164.926;466.621;67.88;105.304;22.787;196.471;29.368;509.06;2.361
Model_231;0.98;0.55;1.13;0.67;1.84;1.13;1.28;0.95;1.05;2;2;1;1;2;2;2;1;2;;59.615;149.496;453.161;42.955;101.713;28.494;124.253;16.675;392.978;1.943
Model_232;1.11;0.86;0.97;1.23;1.09;1.45;1.34;0.56;0.65;1;2;2;2;1;1;2;2;2;;46.857;239.088;677.24;66.182;270.536;16.089;206.758;24.622;552.343;2.699
Model_233;0.73;0.55;1.19;0.57;1.04;1.36;1.52;1.00;0.49;2;1;1;2;2;2;1;2;2;;68.37;142.368;451.996;77.654;240.415;19.829;164.399;14.059;551.824;2.156
Model_234;0.45;0.79;1.20;1.07;1.43;1.00;1.30;0.69;0.97;1;1;2;1;1;1;2;1;1;;118.528;173.163;432.311;50.303;167.008;24.227;145.13;23.963;432.536;2.567
Model_235;1.14;0.60;1.60;0.70;1.30;1.25;1.26;0.82;0.96;2;1;1;1;2;2;2;1;1;;49.203;146.767;329.738;47.601;214.594;27.41;142.897;19.168;375.079;2.193
Model_236;0.72;0.79;1.38;0.93;1.68;1.13;1.23;0.63;0.60;1;1;2;2;2;2;1;1;1;;78.386;192.5;462.714;70.485;139.684;22.787;190.432;24.061;530.406;2.684
Model_237;0.92;0.55;0.84;0.85;1.89;1.26;1.48;0.45;0.96;2;2;1;1;1;1;1;1;2;;59.139;171.826;635.047;48.798;76.451;24.265;142.89;25.907;440.792;1.77
Model_238;1.11;0.92;1.17;0.69;1.00;1.25;1.53;1.01;0.76;2;1;1;2;1;1;1;2;2;;47.868;201.528;533.498;58.492;301.217;27.083;182.937;16.495;468.722;2.764
Model_239;0.96;0.99;1.44;0.71;1.12;1.07;1.21;0.99;0.91;1;1;2;1;1;2;1;2;1;;56.692;208.105;409.946;52.247;289.62;31.588;158.512;17.801;461.141;2.928
Model_240;0.64;0.71;1.58;1.05;1.83;1.50;1.35;0.85;0.85;2;2;1;1;1;2;1;1;2;;92.638;150.433;368.031;56.247;124.832;20.41;156.045;20.723;377.537;2.594
Model_241;0.61;0.74;1.41;0.77;1.22;1.50;1.30;1.15;0.94;1;1;1;2;2;1;2;2;2;;82.327;166.756;376.216;49.22;225.4;23.357;152.558;15.214;412.012;2.507
Model_242;1.09;0.97;1.28;0.61;1.03;1.67;1.09;0.67;0.84;1;2;1;2;2;1;2;1;2;;49.325;232.675;473;52.234;304.813;22.242;165.44;21.472;502.831;2.871
Model_243;0.93;0.59;1.69;0.61;1.63;0.94;1.62;0.83;0.59;2;1;1;2;1;1;1;2;2;;60.956;116.238;335.462;70.087;134.175;30.491;146.688;18.129;421.985;2.306
Model_244;0.59;0.54;1.52;0.79;1.08;1.38;1.40;1.13;0.67;2;1;1;2;1;1;1;1;2;;82.631;149.709;351.232;64.276;257.157;20.215;180.351;13.212;411.157;2.257
Model_245;1.13;1.05;1.52;1.25;1.73;1.34;1.46;1.05;0.93;1;1;1;2;1;1;1;1;2;;56.476;182.791;427.072;57.442;163.082;23.057;151.33;18.679;427.037;3.029
Model_246;1.08;0.60;1.67;0.89;1.78;1.40;1.65;0.83;0.92;2;2;2;1;1;2;2;1;2;;56.033;123.777;333.326;52.671;131.003;23.99;136.863;19.578;322.191;2.219
Model_247;1.05;1.01;1.18;0.57;1.14;1.45;1.54;0.58;0.58;2;1;1;1;2;2;1;2;1;;57.315;200.329;545.474;66.686;266.933;21.107;172.01;22.638;567.621;2.912
Model_248;0.56;0.98;1.24;1.07;1.78;1.27;1.90;1.13;0.63;2;1;2;1;1;2;1;1;1;;112.79;150.524;536.048;68.615;129.992;20.721;149.64;17.513;486.788;2.987
Model_249;0.93;0.60;1.15;0.54;1.51;1.36;1.41;0.68;0.60;2;1;2;1;2;2;1;2;2;;58.799;156.256;479.491;66.113;141.879;22.397;177.834;20.413;483.364;2.225
Model_250;1.19;0.96;1.61;0.60;1.80;1.12;1.50;0.74;0.90;2;2;2;2;2;2;1;1;1;;54.555;162.258;380.029;49.702;142.507;33.857;148.037;21.286;380.782;2.871
Model_251;0.44;0.61;0.89;0.96;1.16;1.01;1.00;1.07;0.58;2;1;1;2;2;2;2;2;2;;104.862;241.362;643.292;69.088;206.898;22.088;231.629;15.078;608.307;2.357
Model_252;0.41;1.03;1.22;0.60;1.72;1.44;1.59;0.77;1.07;1;1;2;2;1;1;2;1;2;;124.831;163.72;442.869;48.701;127.257;27.363;129.787;22.521;406.572;3.06
Model_253;0.68;1.05;1.08;0.51;1.30;1.18;1.60;1.00;0.59;2;1;1;2;1;2;2;2;2;;94.365;196.88;602.926;65.131;209.593;28.47;166.3;17.439;553.169;3.081
Model_254;0.77;0.77;0.89;0.61;1.31;1.00;1.37;1.05;0.76;1;2;1;1;2;1;2;1;1;;67.477;206.891;627.675;56.003;168.713;31.736;181.236;14.881;494.529;2.404
Model_255;0.72;0.57;0.91;0.70;1.27;1.38;1.41;0.83;1.05;2;1;1;2;2;1;2;1;2;;70.905;166.251;487.375;41.653;147.5;24.021;131.175;17.394;419.853;1.805
Model_256;0.72;0.77;1.30;0.59;1.79;1.12;1.40;1.07;1.00;2;1;2;1;1;2;1;1;1;;79.463;152.541;400.87;46.838;121.07;31.873;132.173;16.274;389.943;2.561
Model_257;0.60;0.66;0.87;0.76;1.10;1.47;1.15;0.76;0.48;2;1;2;2;2;2;1;2;2;;84.374;234.907;664.869;77.82;227.292;17.646;225.051;19.334;704.921;2.299
Model_258;0.96;0.66;1.06;0.60;1.67;0.93;1.02;0.77;0.92;1;1;2;1;1;1;1;1;2;;59.174;176.756;516.726;47.157;123.05;32.186;136.168;19.766;466.427;2.254
Model_259;0.76;0.90;1.13;1.17;1.85;1.52;1.19;0.88;0.82;1;1;2;1;1;1;2;2;1;;72.846;213.156;564.364;60.061;124.311;19.641;165.492;20.741;490.807;2.831
Model_260;0.49;0.69;1.38;1.21;1.73;0.81;1.32;0.90;0.88;2;1;1;2;1;1;1;1;1;;122.937;157.267;404.908;54.424;128.983;23.242;154.817;20.205;398.501;2.558
Model_261;0.53;0.57;1.16;0.82;1.32;1.12;1.37;0.51;0.69;2;1;2;1;1;1;1;2;2;;97.867;157.494;447.192;61.277;169.876;23.718;176.754;25.036;417.304;2.231
Model_262;0.47;1.04;0.99;0.68;1.11;0.87;1.00;0.89;0.85;2;1;2;1;1;1;1;1;1;;98.527;254.101;619.361;55.683;243.238;33.138;149.249;19.01;547.504;3.082
Model_263;0.88;0.57;1.36;1.24;1.24;1.08;1.81;0.50;0.83;1;1;1;2;2;2;2;2;2;;61.777;134.515;394.312;53.452;204.875;20.96;146.894;26.048;342.507;1.944
Model_264;0.47;0.77;0.97;0.70;1.05;1.58;1.59;1.07;0.53;2;2;2;1;1;1;2;2;1;;116.215;178.831;603.676;71.645;249.827;18.428;174.256;15.235;577.33;2.527
Model_265;0.99;0.74;1.16;0.76;1.59;1.62;1.30;0.55;0.68;2;1;1;2;1;1;2;1;1;;58.211;187.35;504.135;65.215;146.952;18.458;187.762;24.269;470.905;2.459
Model_266;1.07;0.99;0.87;0.66;1.14;1.01;1.80;0.97;0.45;2;1;1;2;2;1;1;1;2;;60.057;172.263;800.386;84.033;248.978;24.016;164.087;17.837;747.287;2.903
Model_267;0.79;0.89;1.39;0.58;1.33;1.22;1.09;0.90;0.74;1;2;1;1;2;2;2;1;2;;68.05;214.744;430.562;54.339;211.052;29.694;174.019;18.508;456.588;2.927
Model_268;0.56;0.78;1.53;0.82;1.80;1.57;1.07;0.88;0.53;1;1;2;2;2;1;1;1;2;;96.362;202.242;435.549;73.774;124.723;18.504;193.56;20.306;580.91;2.815
Model_269;0.57;0.60;1.53;1.19;1.13;1.33;1.64;1.02;0.44;1;2;2;1;2;1;1;1;2;;95.78;119.403;398.477;68.293;241.575;15.158;141.3;15.941;593.244;2.223
Model_270;1.07;0.91;1.65;1.27;1.67;0.87;1.33;1.13;1.00;1;2;1;1;2;2;1;2;2;;59.477;167.97;372.088;53.547;170.621;24.324;141.314;17.361;409.624;2.816
Model_271;0.97;0.90;1.16;1.08;1.53;1.35;1.20;0.44;0.50;2;1;1;1;1;1;1;2;2;;59.176;238.587;602.725;75.784;171.88;16.491;190.849;27.167;713.185;2.74
Model_272;1.12;0.62;1.29;0.54;1.59;1.57;1.16;0.59;0.84;1;1;2;2;1;1;1;1;1;;50.925;159.857;409.286;50.422;143.879;23.338;155.086;23.512;412.361;2.277
Model_273;0.56;0.92;0.93;1.12;1.73;1.22;1.75;0.77;0.96;2;1;2;2;2;1;1;1;1;;103.989;177.75;631.129;52.388;108.772;23.107;151.809;21.672;453.488;2.738
Model_274;0.75;0.94;0.86;0.62;1.49;0.82;1.33;0.69;0.51;1;1;2;2;2;2;2;2;1;;83.799;243.258;809.969;78.052;153.517;31.87;192.736;21.543;687.984;2.883
