;Thickness_1;Thickness_2;Thickness_3;Thickness_4;Thickness_5;Thickness_6;Thickness_7;Thickness_8;Thickness_9;Material_1;Material_2;Material_3;Material_4;Material_5;Material_6;Material_7;Material_8;Material_9;;Stress_1;Stress_2;Stress_3;Stress_4;Stress_5;Stress_6;Stress_7;Stress_8;Stress_9;Stress_10
Model_1923;0.51;0.59;1.69;0.57;1.16;1.00;1.80;0.59;0.71;1;2;2;1;2;1;2;1;2;;103.405;120.308;299.321;54.778;231.452;30.366;139.878;21.392;332.848;2.297
Model_1924;0.57;0.54;1.60;0.66;1.19;1.02;1.77;0.53;0.60;2;1;1;1;1;1;2;1;2;;93.374;112.821;319.98;65.921;210.69;26.244;135.675;22.69;391.81;2.206
Model_1925;0.53;0.63;1.66;0.63;1.19;0.99;1.82;0.51;0.68;2;1;1;1;1;2;2;1;1;;103.413;119.311;312.632;58.599;225.346;29.596;140.856;23.605;354.209;2.315
Model_1926;0.57;0.59;1.50;0.54;1.05;0.80;1.68;0.41;0.60;1;2;1;1;1;1;2;1;1;;92.337;127.859;337.948;61.658;251.75;33.011;150.534;24.611;410.093;2.22
Model_1927;0.43;0.61;1.61;0.58;1.15;0.97;1.68;0.51;0.65;1;2;1;1;1;1;2;2;2;;121.105;126.892;317.184;58.253;228.33;29.846;150.418;23.515;378.315;2.4
Model_1928;0.45;0.59;1.72;0.57;1.20;0.82;1.65;0.41;0.65;1;2;2;2;2;2;1;2;2;;117.104;121.997;296.09;58.287;217.19;32.919;147.869;25.963;367.675;2.395
Model_1929;0.58;0.62;1.65;0.63;1.20;0.99;1.76;0.59;0.63;1;1;2;1;1;1;1;2;1;;94.179;119.817;320.579;62.825;221.444;28.806;142.78;21.853;386.396;2.315
Model_1930;0.59;0.61;1.62;0.62;1.01;0.85;1.76;0.45;0.66;2;1;1;1;1;2;2;2;2;;88.679;127.321;313.334;59.392;281.362;31.254;149.571;24.28;372.964;2.174
Model_1931;0.48;0.61;1.50;0.51;0.98;0.80;1.74;0.41;0.60;2;2;2;2;2;2;1;2;2;;108.855;127.894;333.39;59.691;277.447;33.743;146.41;24.443;408.146;2.251
Model_1932;0.41;0.65;1.48;0.66;0.99;0.90;1.65;0.47;0.65;1;2;2;2;2;2;1;2;2;;123.575;142.132;349.22;60.108;283.144;29.339;162.288;24.603;402.11;2.338
Model_1933;0.56;0.66;1.67;0.61;1.07;0.91;1.67;0.45;0.62;1;1;2;2;2;2;2;2;1;;97.082;130.272;316.364;62.242;268.424;30.516;155.901;24.684;405.163;2.326
Model_1934;0.53;0.59;1.69;0.50;1.07;0.95;1.72;0.56;0.63;2;2;1;1;2;2;2;1;2;;99.137;122.712;296.973;57.833;256.498;31.694;145.472;21.214;377.741;2.286
Model_1935;0.41;0.59;1.51;0.67;1.09;1.00;1.72;0.47;0.69;2;2;2;1;1;2;2;2;2;;125.039;129.686;335.009;57.621;241.144;27.745;150.122;24.816;359.275;2.311
Model_1936;0.53;0.54;1.71;0.52;1.17;0.96;1.73;0.49;0.73;2;2;2;2;1;2;1;1;2;;98.036;120.328;288.583;52.445;223.669;31.728;139.682;23.342;318.403;2.232
Model_1937;0.51;0.58;1.62;0.60;1.03;0.98;1.81;0.52;0.71;2;2;1;2;2;2;2;1;1;;100.931;125.65;307.114;56.192;268.799;29.736;143.268;22.614;335.415;2.188
Model_1938;0.59;0.59;1.68;0.61;1.18;1.01;1.77;0.60;0.68;2;1;2;2;1;1;2;1;2;;90.665;119.62;307.071;59.143;227.274;29.259;142.477;21.31;353.009;2.264
Model_1939;0.52;0.65;1.53;0.62;1.09;0.81;1.67;0.43;0.63;1;2;1;1;2;1;2;2;1;;103.468;133.755;342.113;61.036;249.684;31.862;156.308;25.132;404.938;2.308
Model_1940;0.50;0.57;1.51;0.65;1.01;0.96;1.73;0.45;0.63;1;2;1;2;2;1;2;1;2;;102.399;127.394;332.586;62.489;266.93;27.596;148.552;24.273;389.629;2.183
Model_1941;0.58;0.67;1.63;0.53;1.05;0.90;1.84;0.45;0.69;1;2;2;2;1;2;1;2;2;;93.468;127.4;314.503;54.428;271.97;33.172;144.64;23.984;356.385;2.296
Model_1942;0.42;0.61;1.71;0.55;1.23;0.83;1.86;0.49;0.64;2;1;2;1;1;1;1;1;2;;127.528;110.829;296.642;57.851;207.835;33.417;130.221;23.77;359.667;2.427
Model_1943;0.49;0.54;1.50;0.64;1.12;0.90;1.76;0.51;0.67;1;1;1;1;1;1;2;2;2;;105.246;122.054;332.03;59.386;225.07;29.579;141.632;23.212;357.842;2.204
Model_1944;0.50;0.57;1.68;0.51;1.01;0.84;1.67;0.47;0.70;2;2;2;2;1;2;1;2;2;;101.036;130.545;292.334;53.382;276.092;33.604;151.753;23.385;344.432;2.226
Model_1945;0.54;0.63;1.50;0.63;1.03;0.99;1.77;0.41;0.62;1;1;2;1;2;1;2;1;1;;99.111;126.56;345.06;62.364;266.841;27.851;147.658;25.29;401.715;2.222
Model_1946;0.54;0.67;1.53;0.59;1.21;1.02;1.67;0.56;0.75;1;1;1;2;2;2;1;2;1;;99.646;135.841;342.742;53.546;218.767;30.836;154.084;23.052;343.979;2.391
Model_1947;0.56;0.54;1.71;0.67;1.21;0.83;1.76;0.45;0.63;1;2;1;1;1;1;1;2;2;;94.937;113.115;297.181;63.125;211.504;29.875;136.213;24.903;367.898;2.221
Model_1948;0.56;0.64;1.54;0.59;1.13;0.86;1.81;0.56;0.70;2;2;1;2;1;1;2;1;2;;96.23;127.142;334.443;56.368;237.246;32.471;144.962;21.998;353.85;2.257
Model_1949;0.42;0.54;1.70;0.62;1.11;0.81;1.81;0.49;0.68;1;2;1;2;1;2;2;1;2;;121.865;116.942;288.406;57.811;237.465;31.429;135.611;23.53;336.61;2.276
Model_1950;0.45;0.62;1.66;0.55;1.22;0.88;1.87;0.56;0.75;1;2;1;2;1;2;2;2;2;;117.756;119.162;303.445;51.566;213.594;33.39;135.43;22.506;313.404;2.368
Model_1951;0.43;0.63;1.71;0.50;1.05;0.79;1.74;0.41;0.65;2;2;1;2;1;2;2;1;1;;121.86;125.192;291.709;55.469;265.824;35.191;147.132;24.814;366.738;2.372
Model_1952;0.42;0.56;1.55;0.59;1.23;0.79;1.74;0.45;0.69;1;2;1;1;2;2;1;1;2;;123.836;120.599;321.382;55.926;196.999;32.831;140.029;24.969;345.001;2.34
Model_1953;0.57;0.66;1.73;0.67;1.13;0.87;1.63;0.53;0.71;1;2;2;1;1;1;1;2;2;;93.904;136.34;306.22;57.133;256.501;30.962;159.617;23.511;361.286;2.352
Model_1954;0.45;0.62;1.56;0.68;0.97;0.89;1.72;0.55;0.65;1;2;2;1;2;1;1;2;2;;113.095;134.77;327.987;60.718;294.748;28.942;155.019;22.49;388.823;2.266
Model_1955;0.46;0.64;1.59;0.65;1.10;0.99;1.72;0.51;0.72;2;1;1;2;1;2;2;2;2;;114.166;131.729;323.207;56.049;250.679;29.211;153.017;24.028;350.005;2.332
Model_1956;0.43;0.62;1.62;0.52;1.06;0.92;1.87;0.43;0.69;2;2;2;2;1;2;1;1;2;;121.343;121.707;306.234;53.62;256.474;32.334;137.466;24.533;342.016;2.311
Model_1957;0.57;0.62;1.69;0.59;1.06;0.95;1.73;0.56;0.65;1;1;2;2;1;1;1;1;1;;92.98;126.333;305.484;60.35;268.976;30.291;149.508;21.88;376.07;2.272
Model_1958;0.46;0.65;1.64;0.58;0.99;0.85;1.75;0.47;0.76;2;1;2;1;1;1;2;1;2;;111.444;135.033;306.259;50.859;291.615;32.344;153.68;24.109;327.672;2.272
Model_1959;0.59;0.57;1.66;0.64;1.13;0.83;1.81;0.46;0.61;2;2;2;2;2;2;1;1;1;;90.818;114.103;308.754;64.908;235.575;30.571;134.613;24.072;382.487;2.201
Model_1960;0.44;0.63;1.67;0.53;1.01;0.97;1.87;0.48;0.74;1;2;2;2;2;1;2;1;1;;116.642;125.959;296.794;51.333;280.842;31.436;141.772;23.517;319.32;2.275
Model_1961;0.47;0.53;1.56;0.56;1.00;0.79;1.82;0.44;0.75;1;2;2;1;2;1;1;1;2;;104.934;126.321;307.292;51.096;265.502;32.289;137.725;24.115;310.039;2.102
Model_1962;0.55;0.59;1.69;0.59;1.18;0.84;1.68;0.48;0.60;2;1;2;1;1;1;1;2;1;;98.311;118.695;307.575;63.602;222.382;31.638;144.923;23.954;397.197;2.323
Model_1963;0.54;0.61;1.68;0.60;1.10;0.94;1.64;0.56;0.64;1;2;2;2;1;2;2;2;1;;97.757;129.712;309.384;61.23;253.163;30.25;155.913;22.147;386.149;2.317
Model_1964;0.50;0.67;1.50;0.58;1.16;0.93;1.66;0.56;0.67;1;2;1;2;2;2;1;1;1;;107.2;137.629;351.591;57.877;228.125;31.758;156.819;22.467;386.971;2.405
Model_1965;0.49;0.56;1.64;0.69;1.21;0.83;1.80;0.43;0.65;2;1;1;1;2;1;2;1;2;;109.848;113.466;309.71;61.431;209.344;29.677;135.879;25.663;360.553;2.267
Model_1966;0.45;0.60;1.66;0.58;1.04;0.85;1.62;0.43;0.74;1;1;1;2;2;1;2;1;2;;112.198;134.242;299.761;52.551;269.348;31.954;157.369;25.284;336.478;2.306
Model_1967;0.46;0.67;1.68;0.55;1.04;0.98;1.63;0.45;0.73;1;2;1;2;2;2;1;1;2;;112.443;140.597;303.817;52.021;279.533;31.341;160.709;24.671;350.737;2.388
Model_1968;0.42;0.62;1.49;0.65;1.13;1.01;1.86;0.58;0.74;2;2;1;2;2;2;2;2;2;;123.591;126.113;340.042;54.8;229.854;28.946;140.504;22.384;329.215;2.308
Model_1969;0.55;0.54;1.52;0.64;0.97;0.97;1.86;0.57;0.76;1;1;2;2;2;1;1;1;1;;88.962;128.962;322.93;54.255;281.314;28.936;139.341;21.344;311.385;2.025
Model_1970;0.48;0.55;1.56;0.62;1.21;0.94;1.79;0.45;0.61;2;1;2;1;1;2;1;1;2;;111.525;112.678;324.788;63.294;200.926;28.785;133.333;24.704;383.345;2.273
Model_1971;0.48;0.63;1.54;0.58;1.15;0.92;1.66;0.40;0.70;2;2;1;2;1;2;2;2;2;;110.532;132.868;331.743;55.232;228.33;31.459;154.634;26.139;361.007;2.331
Model_1972;0.49;0.63;1.59;0.61;1.09;0.81;1.77;0.42;0.72;2;1;2;2;2;1;2;1;2;;108.028;127.289;319.597;54.832;251.345;32.236;147.594;25.444;341.499;2.279
Model_1973;0.45;0.61;1.64;0.56;1.19;0.91;1.86;0.52;0.67;2;1;1;2;1;1;2;1;2;;119.054;115.315;308.269;57.027;217.331;31.861;134.342;23.021;350.352;2.365
Model_1974;0.50;0.64;1.65;0.64;1.17;0.93;1.85;0.57;0.67;1;2;2;1;1;1;2;1;2;;108.532;119.822;315.47;58.94;231.179;30.219;139.179;22.216;360.828;2.33
Model_1975;0.48;0.59;1.66;0.67;1.21;1.00;1.84;0.59;0.70;1;1;2;2;2;1;1;2;2;;111.232;116.943;309.422;58.464;216.496;28.44;136.163;22.178;338.715;2.323
Model_1976;0.55;0.64;1.59;0.68;1.01;0.93;1.82;0.42;0.74;2;2;1;2;1;1;1;1;1;;95.439;132.474;320.752;55.889;284.079;29.247;149.048;25.348;335.478;2.187
Model_1977;0.43;0.61;1.64;0.57;0.99;0.86;1.68;0.46;0.69;1;1;2;2;2;1;2;1;2;;117.128;132.613;304.217;55.33;286.279;31.9;155.788;24.147;357.922;2.31
Model_1978;0.46;0.59;1.67;0.52;1.08;0.91;1.73;0.40;0.73;2;1;1;2;1;1;1;2;2;;112.332;125.758;294.593;51.461;251.68;32.316;145.82;25.793;327.686;2.291
Model_1979;0.46;0.59;1.54;0.64;0.98;1.02;1.86;0.57;0.71;2;2;2;2;2;1;1;2;1;;110.224;128.423;324.337;56.976;283.371;28.053;142.181;21.762;338.861;2.182
Model_1980;0.57;0.60;1.55;0.61;1.22;0.79;1.66;0.57;0.63;2;2;2;2;2;2;2;2;2;;94.431;126.136;338.617;62.514;207.226;32.726;150.704;22.057;396.137;2.306
Model_1981;0.55;0.60;1.61;0.68;1.17;0.83;1.82;0.55;0.64;2;2;1;2;2;1;2;1;1;;98.718;118.024;322.721;63.408;225.313;30.285;138.466;22.482;375.064;2.257
Model_1982;0.47;0.54;1.52;0.55;1.12;0.93;1.67;0.42;0.77;2;2;1;1;1;1;2;2;2;;107.868;129.329;318.92;49.802;226.153;31.074;145.88;25.562;313.906;2.195
Model_1983;0.49;0.60;1.54;0.67;1.12;0.78;1.68;0.46;0.69;1;1;2;2;1;1;2;2;2;;106.754;129.831;332.783;58.638;236.828;30.963;153.202;24.981;363.453;2.291
Model_1984;0.53;0.60;1.71;0.63;1.22;0.78;1.64;0.47;0.60;2;2;1;1;2;1;1;2;2;;102.341;121.379;306.648;63.923;213.026;31.793;148.385;24.497;403.614;2.349
Model_1985;0.44;0.63;1.49;0.59;1.11;0.94;1.78;0.43;0.74;1;2;1;2;2;2;2;1;2;;117.915;129.957;337.488;52.794;235.72;30.988;146.428;25.343;333.886;2.299
Model_1986;0.48;0.57;1.51;0.54;1.14;0.81;1.75;0.52;0.67;1;2;2;2;1;2;1;1;2;;108.152;123.918;330.811;56.78;220.867;33.704;142.114;22.454;359.007;2.281
Model_1987;0.57;0.61;1.54;0.64;1.04;0.94;1.67;0.46;0.71;2;2;1;2;1;1;1;1;2;;90.494;137.008;330.857;56.927;267.101;29.559;157.209;24.323;359.699;2.186
Model_1988;0.47;0.54;1.71;0.69;1.00;0.86;1.74;0.43;0.66;1;1;1;2;1;2;2;2;2;;107.33;122.541;288.308;60.661;279.307;28.716;145.606;25.244;356.963;2.178
Model_1989;0.57;0.58;1.53;0.56;1.14;0.85;1.65;0.60;0.59;1;1;2;2;1;2;1;1;1;;92.744;125.033;339.449;64.873;224.755;32.096;149.531;20.821;416.963;2.296
Model_1990;0.52;0.54;1.49;0.64;1.01;0.79;1.71;0.49;0.66;2;2;1;2;2;2;1;2;1;;96.712;129.556;332.914;60.822;263.085;30.886;148.798;23.247;369.145;2.132
Model_1991;0.46;0.54;1.73;0.57;1.09;0.79;1.65;0.50;0.61;2;1;1;2;2;2;1;1;1;;111.845;119.064;287.721;62.468;244.328;32.571;145.663;22.945;379.776;2.309
Model_1992;0.58;0.65;1.70;0.52;1.18;0.87;1.86;0.46;0.73;1;1;1;2;2;2;2;1;1;;94.669;119.322;300.668;52.324;231.763;34.496;138.679;24.175;325.013;2.302
Model_1993;0.57;0.56;1.63;0.52;1.13;0.89;1.87;0.46;0.71;2;2;1;2;2;2;2;1;1;;92.409;117.044;302.531;54.121;231.822;33.037;132.826;23.672;322.54;2.177
Model_1994;0.58;0.57;1.48;0.51;0.99;0.95;1.70;0.57;0.70;1;1;2;1;1;2;2;2;1;;86.086;133.857;335.054;54.199;273.55;31.94;153.051;21.018;352.75;2.141
Model_1995;0.42;0.57;1.59;0.54;0.98;0.90;1.64;0.56;0.72;1;2;2;1;1;2;1;1;1;;116.081;136.971;308.778;52.77;282.343;32.037;156.301;21.556;342.068;2.271
Model_1996;0.53;0.62;1.67;0.70;1.09;0.81;1.75;0.53;0.67;1;1;2;1;2;1;1;2;2;;100.08;125.636;311.178;60.366;258.871;30.33;148.38;23.282;368.39;2.28
Model_1997;0.59;0.63;1.51;0.69;1.09;0.98;1.85;0.43;0.71;2;1;1;2;2;1;2;1;1;;90.947;125.745;342.096;58.505;249.533;28.368;143.984;25.313;347.708;2.171
Model_1998;0.53;0.55;1.55;0.52;1.14;0.79;1.69;0.49;0.66;1;1;1;2;1;2;2;1;2;;97.721;122.741;320.13;57.245;221.427;34.335;145.522;23.029;363.156;2.249
Model_1999;0.52;0.64;1.52;0.65;1.19;0.91;1.87;0.53;0.60;1;2;2;2;2;1;2;2;1;;106.703;115.928;348.46;65.158;214.957;29.221;133.386;23.097;405.084;2.299
Model_2000;0.50;0.58;1.59;0.51;1.00;0.88;1.73;0.55;0.67;1;1;1;1;1;1;2;2;1;;101.692;128.236;310.507;55.611;275.023;32.935;148.976;21.478;359.537;2.239
Model_2001;0.46;0.54;1.64;0.56;1.19;0.80;1.62;0.52;0.70;1;1;2;2;2;2;2;1;1;;111.784;123.546;304.417;55.729;213.599;33.453;148.902;23.064;340.875;2.328
Model_2002;0.50;0.64;1.54;0.70;1.15;0.79;1.63;0.55;0.73;1;2;2;1;2;2;2;2;2;;104.978;138.057;339.831;56.367;235.307;31.102;158.947;23.346;356.104;2.329
Model_2003;0.49;0.66;1.72;0.55;1.03;0.91;1.76;0.56;0.68;1;2;1;2;1;1;1;1;2;;107.705;130.621;296.321;55.633;282.996;32.292;150.434;21.825;362.891;2.34
Model_2004;0.44;0.63;1.66;0.63;1.22;0.98;1.67;0.55;0.59;2;2;2;1;1;2;2;2;1;;122.481;122.717;320.3;64.374;212.388;28.131;147.797;23.049;414.049;2.443
Model_2005;0.57;0.61;1.60;0.56;1.21;0.82;1.86;0.54;0.75;1;2;1;2;2;2;2;2;2;;94.209;120.52;316.564;52.489;214.576;33.944;136.5;22.608;317.021;2.251
Model_2006;0.55;0.53;1.55;0.54;1.10;1.00;1.82;0.50;0.61;2;1;1;2;1;1;2;1;2;;94.714;113.69;318.427;62.394;229.947;28.68;131.614;22.48;377.706;2.166
Model_2007;0.43;0.56;1.53;0.64;0.97;0.97;1.66;0.60;0.68;2;1;2;1;2;2;2;1;1;;114.641;134.593;325.881;58.557;284.385;28.535;156.963;21.025;365.051;2.234
Model_2008;0.51;0.53;1.58;0.54;1.07;0.99;1.80;0.54;0.64;1;1;1;2;1;1;2;2;1;;100.457;117.485;310.527;60.108;242.467;29.445;135.739;21.712;360.134;2.19
Model_2009;0.47;0.64;1.50;0.65;1.20;0.78;1.85;0.50;0.64;1;1;1;1;1;1;2;1;1;;116.152;119.216;347.99;61.369;210.404;31.944;137.811;23.874;381.764;2.346
Model_2010;0.55;0.61;1.49;0.59;0.98;0.93;1.67;0.51;0.73;2;2;1;2;2;2;1;1;1;;91.77;141.285;337.402;54.556;284.969;30.924;158.731;22.862;349.921;2.158
Model_2011;0.45;0.54;1.53;0.59;1.17;0.83;1.66;0.44;0.64;1;1;1;2;2;2;1;1;1;;115.046;122.066;326.464;60.774;209.458;31.651;146.191;24.976;374.561;2.299
Model_2012;0.46;0.62;1.49;0.62;1.06;0.88;1.72;0.51;0.60;1;1;2;2;1;2;2;1;2;;114.379;127.234;346.835;63.701;251.398;30.028;149.085;23.121;416.96;2.324
Model_2013;0.52;0.53;1.60;0.61;1.16;0.83;1.74;0.59;0.64;1;2;1;1;2;2;1;2;2;;99.664;118.412;313.292;61.404;218.017;31.505;138.915;21.098;367.631;2.229
Model_2014;0.56;0.53;1.49;0.62;1.16;0.94;1.71;0.42;0.64;2;1;1;2;1;2;2;2;1;;93.389;120.518;337.067;62.462;211.692;29.014;143.598;25.499;374.55;2.166
Model_2015;0.59;0.66;1.64;0.60;1.08;0.79;1.77;0.54;0.76;1;2;2;2;2;1;2;2;2;;89.815;132.472;314.383;52.713;265.418;33.144;150.484;22.72;328.933;2.283
Model_2016;0.42;0.60;1.59;0.57;1.06;0.91;1.69;0.47;0.65;1;1;1;1;2;2;1;2;2;;121.595;127.823;315.719;57.75;254.401;31.047;150.441;24.178;377.349;2.361
Model_2017;0.56;0.58;1.57;0.59;1.06;0.96;1.71;0.41;0.68;2;2;2;1;1;2;1;1;2;;92.574;128.643;320.481;57.113;255.614;29.9;149.653;25.178;360.973;2.185
Model_2018;0.50;0.57;1.61;0.64;1.06;0.91;1.86;0.53;0.70;2;2;1;2;1;2;2;2;1;;103.835;121.829;309.679;57.918;256.135;30.037;137.963;22.624;335.703;2.19
Model_2019;0.60;0.65;1.68;0.55;0.99;0.95;1.64;0.40;0.77;1;2;2;2;1;2;1;1;2;;85.452;142.123;301.653;50.32;298.979;31.748;160.809;25.288;336.861;2.225
Model_2020;0.57;0.64;1.71;0.69;1.06;0.99;1.65;0.48;0.71;2;1;2;2;1;1;2;1;1;;92.717;135.156;306.092;58.39;277.542;28.34;160.915;24.451;357.8;2.26
Model_2021;0.54;0.65;1.49;0.66;1.20;0.86;1.82;0.46;0.60;2;2;1;1;2;1;1;1;2;;103.624;120.376;356.64;64.365;211.094;29.938;138.23;24.535;415.634;2.285
Model_2022;0.59;0.65;1.64;0.68;1.05;0.85;1.73;0.45;0.62;2;2;1;1;2;2;2;2;1;;92.126;128.723;321.352;63.641;274.506;29.962;151.939;24.679;404.589;2.254
Model_2023;0.41;0.56;1.65;0.67;1.21;0.99;1.79;0.54;0.61;2;2;2;1;2;1;2;2;2;;128.767;112.337;309.454;63.703;207.189;26.78;133.917;23.062;380.79;2.358
Model_2024;0.49;0.55;1.72;0.62;1.00;0.97;1.72;0.53;0.72;2;1;2;2;2;1;1;1;1;;102.232;127.53;287.459;55.954;283.614;29.128;148.064;22.521;329.924;2.184
Model_2025;0.56;0.65;1.61;0.60;1.11;0.97;1.87;0.50;0.60;2;2;1;2;1;1;2;2;2;;99.269;116.823;323.993;63.38;246.1;28.911;134.848;23.237;403.787;2.27
Model_2026;0.57;0.58;1.53;0.56;1.16;0.96;1.82;0.55;0.72;2;2;1;2;1;2;2;1;1;;92.819;122.974;328.864;55.054;221.178;31.412;139.389;22.002;331.579;2.204
Model_2027;0.40;0.58;1.68;0.55;1.16;0.84;1.73;0.53;0.69;2;2;2;2;2;2;2;2;1;;128.463;121.536;297.737;55.397;225.877;33.302;143.245;22.93;340.632;2.402
Model_2028;0.56;0.62;1.59;0.62;1.14;0.96;1.72;0.58;0.63;1;1;1;1;1;2;1;1;2;;95.891;125.403;328.808;61.989;235.159;29.528;148.219;21.761;395.549;2.303
Model_2029;0.57;0.59;1.65;0.62;1.04;0.78;1.71;0.45;0.68;1;1;1;1;1;2;2;1;2;;90.662;127.733;305.643;57.955;269.572;32.231;151.512;24.306;360.278;2.201
Model_2030;0.53;0.65;1.48;0.69;1.15;0.98;1.74;0.58;0.70;1;2;2;2;1;1;1;1;1;;101.158;133.972;357.054;59.243;231.433;28.689;152.104;22.367;366.663;2.303
Model_2031;0.55;0.65;1.63;0.57;1.17;0.95;1.77;0.59;0.67;2;1;1;2;1;2;1;2;2;;99.281;124.706;320.087;57.867;231.244;31.617;145.467;21.721;369.526;2.333
Model_2032;0.44;0.57;1.51;0.62;0.98;0.98;1.82;0.55;0.59;2;2;1;1;1;2;2;2;1;;116.67;121.192;330.361;64.616;275.056;27.303;137.617;21.715;403.181;2.226
Model_2033;0.52;0.63;1.60;0.56;0.97;0.96;1.65;0.50;0.73;1;1;1;2;2;2;1;1;1;;97.493;140.607;314.817;53.407;298.425;31.192;160.989;23.201;348.865;2.228
Model_2034;0.44;0.67;1.58;0.66;1.18;0.81;1.66;0.41;0.72;1;2;1;1;1;1;1;1;2;;120.412;135.971;330.261;55.192;227.749;31.65;155.806;26.441;357.661;2.427
Model_2035;0.53;0.59;1.62;0.62;1.13;0.88;1.80;0.53;0.68;2;2;1;2;1;2;1;2;1;;100.265;122.06;313.825;59.02;236.647;31.187;141.015;22.786;351.957;2.253
Model_2036;0.42;0.64;1.50;0.52;0.99;0.86;1.86;0.55;0.72;2;2;2;1;2;1;1;2;2;;120.706;130.737;331.558;51.287;276.925;33.44;143.436;21.879;338.477;2.275
Model_2037;0.48;0.54;1.64;0.53;1.09;1.01;1.80;0.52;0.60;1;2;1;2;1;1;1;1;1;;108.091;113.908;300.637;62.454;237.764;28.461;131.978;22.017;378.841;2.253
Model_2038;0.46;0.60;1.47;0.61;0.99;0.79;1.87;0.49;0.76;2;1;1;2;1;2;1;1;1;;109.983;130.233;335.219;52.719;271.676;32.039;141.795;23.438;316.869;2.161
Model_2039;0.54;0.67;1.61;0.52;1.19;0.96;1.71;0.42;0.70;2;2;2;1;2;2;1;1;2;;101.58;130.165;323.338;52.869;225.593;32.617;150.134;25.143;358.478;2.383
Model_2040;0.59;0.60;1.65;0.66;1.19;0.95;1.71;0.42;0.71;2;2;2;1;2;1;1;1;1;;91.004;125.399;314.23;57.473;225.493;29.498;148.089;25.798;345.294;2.247
Model_2041;0.40;0.63;1.58;0.65;1.01;0.92;1.69;0.56;0.62;2;1;1;1;1;2;2;2;2;;127.88;131.835;325.081;61.918;278.118;28.982;155.269;22.494;406.314;2.38
Model_2042;0.51;0.58;1.50;0.60;0.98;0.98;1.67;0.43;0.75;1;2;2;1;1;2;2;1;1;;97.329;138.634;329.947;52.767;280.07;29.608;156.535;24.859;333.762;2.138
Model_2043;0.48;0.58;1.52;0.66;1.09;0.90;1.72;0.46;0.77;2;1;1;2;2;2;2;2;2;;106.754;130.551;327.728;53.213;242.767;29.898;148.104;25.086;320.684;2.211
Model_2044;0.44;0.55;1.70;0.60;1.22;1.01;1.67;0.45;0.72;1;2;1;1;2;1;2;1;2;;118.246;121.24;293.3;54.325;209.79;29.058;144.861;25.271;329.102;2.334
Model_2045;0.46;0.65;1.52;0.62;0.99;0.86;1.79;0.54;0.66;2;2;2;1;2;2;1;1;1;;113.633;132.721;337.794;58.81;285.544;31.355;149.817;22.386;379.779;2.283
Model_2046;0.51;0.56;1.69;0.54;1.20;0.81;1.75;0.53;0.76;1;2;1;2;1;2;1;1;2;;102.257;121.581;292.966;51.047;216.717;33.913;138.97;22.681;308.833;2.275
Model_2047;0.52;0.62;1.53;0.51;1.22;1.02;1.86;0.48;0.70;1;2;1;2;2;1;2;2;1;;104.358;119.445;331.821;54.018;205.039;31.095;136.05;23.836;339.822;2.297
Model_2048;0.56;0.64;1.57;0.68;1.18;0.80;1.64;0.54;0.70;1;1;2;2;1;1;1;2;1;;95.708;134.549;337.611;59.187;228.586;31.415;157.561;23.439;368.155;2.325
Model_2049;0.41;0.56;1.58;0.52;1.10;0.82;1.87;0.58;0.75;2;1;2;1;2;1;1;2;2;;123.256;120.594;307.899;50.109;235.307;33.719;132.81;21.33;307.236;2.283
Model_2050;0.42;0.63;1.51;0.57;1.17;1.00;1.72;0.42;0.70;2;2;2;1;1;1;1;1;1;;125.106;129.71;338.186;54.532;218.959;30.061;148.703;25.733;354.444;2.384
Model_2051;0.46;0.66;1.68;0.68;1.17;1.02;1.82;0.48;0.61;1;1;1;1;1;2;2;2;2;;119.419;116.968;314.355;63.279;232.187;26.863;138.932;24.774;399.075;2.385
Model_2052;0.56;0.58;1.64;0.54;1.04;0.91;1.75;0.41;0.60;2;1;1;1;1;2;2;1;2;;94.272;118.886;305.071;61.444;262.024;30.831;141.774;24.669;394.452;2.215
Model_2053;0.51;0.57;1.64;0.59;1.02;1.00;1.69;0.45;0.65;1;2;2;1;1;2;1;1;2;;100.166;127.722;304.955;59.05;271.64;28.58;150.548;24.1;372.879;2.219
Model_2054;0.52;0.60;1.57;0.56;1.11;0.84;1.84;0.49;0.72;2;2;1;2;1;2;1;2;2;;101.423;123.682;318.331;53.926;238.828;33.128;139.104;23.412;332.181;2.23
Model_2055;0.46;0.54;1.58;0.55;1.00;0.90;1.66;0.56;0.67;1;1;1;2;1;2;1;2;1;;107.519;130.033;309.897;57.571;270.124;31.407;151.768;21.414;360.24;2.228
Model_2056;0.52;0.64;1.64;0.55;0.97;0.91;1.83;0.42;0.70;2;1;1;2;1;2;1;2;2;;100.779;128.695;304.217;54.334;297.331;31.991;146.532;24.723;348.301;2.204
Model_2057;0.55;0.64;1.71;0.53;1.08;0.95;1.77;0.53;0.77;1;2;2;1;2;2;2;1;2;;95.517;129.389;295.809;49.492;264.746;32.614;147.578;22.598;316.23;2.264
Model_2058;0.54;0.58;1.62;0.53;1.10;0.84;1.81;0.57;0.76;2;2;1;1;1;1;1;2;2;;95.795;125.414;305.133;50.395;244.311;33.54;139.748;21.483;312.351;2.206
