;Thickness_1;Thickness_2;Thickness_3;Thickness_4;Thickness_5;Thickness_6;Thickness_7;Thickness_8;Thickness_9;Material_1;Material_2;Material_3;Material_4;Material_5;Material_6;Material_7;Material_8;Material_9;;Stress_1;Stress_2;Stress_3;Stress_4;Stress_5;Stress_6;Stress_7;Stress_8;Stress_9;Stress_10
Model_1485;0.50;0.56;1.70;0.60;1.17;0.93;1.80;0.53;0.65;1;1;2;1;1;1;1;1;1;;105.956;114.146;297.161;60.208;223.458;30.165;135.172;22.645;354.552;2.293
Model_1486;0.45;0.65;1.72;0.52;1.10;0.84;1.63;0.55;0.65;1;2;1;2;2;1;1;2;1;;116.337;132.937;299.749;56.663;255.59;34.23;156.374;22.323;381.263;2.438
Model_1487;0.58;0.54;1.47;0.64;1.13;1.00;1.64;0.55;0.73;1;2;1;1;1;1;1;2;1;;87.142;133.02;341.281;56.191;225.756;28.729;151.785;22.48;342.241;2.153
Model_1488;0.43;0.58;1.50;0.67;1.03;0.78;1.79;0.54;0.72;2;1;2;1;1;2;1;1;2;;117.495;129.265;332.623;55.919;259.794;30.857;145.232;22.652;339.543;2.234
Model_1489;0.53;0.67;1.69;0.55;1.19;0.93;1.64;0.58;0.76;2;2;1;2;2;2;1;2;2;;101.163;135.434;307.951;51.177;234.077;33.149;154.431;22.378;334.887;2.417
Model_1490;0.58;0.60;1.59;0.65;0.99;0.98;1.74;0.56;0.73;2;2;1;1;2;1;2;1;2;;87.248;134.661;317.639;55.663;288.875;28.963;153.451;21.925;342.472;2.129
Model_1491;0.56;0.58;1.72;0.69;1.02;0.79;1.84;0.52;0.71;2;2;1;2;2;1;2;2;1;;92.137;123.689;291.988;58.402;281.736;30.358;142.03;22.944;332.899;2.144
Model_1492;0.55;0.55;1.63;0.58;1.01;0.82;1.87;0.42;0.71;2;2;2;2;1;2;1;2;2;;92.368;121.951;299.346;55.201;270.928;32.093;135.731;24.653;326.151;2.09
Model_1493;0.49;0.59;1.62;0.65;1.17;1.01;1.87;0.40;0.63;1;2;2;2;2;1;2;1;1;;110.715;112.436;315.716;62.59;221.27;27.163;131.634;26.03;369.781;2.271
Model_1494;0.48;0.59;1.66;0.66;1.20;0.82;1.79;0.52;0.63;1;1;2;1;2;1;2;1;1;;112.18;114.629;311.425;62.708;215.89;30.774;137.552;23.364;374.103;2.34
Model_1495;0.42;0.66;1.56;0.61;1.19;0.79;1.75;0.59;0.59;1;2;1;1;2;1;1;1;1;;127.134;123.7;339.898;63.417;216.529;32.509;142.561;21.955;420.261;2.452
Model_1496;0.55;0.67;1.59;0.56;1.01;0.90;1.62;0.51;0.65;1;2;1;1;1;1;1;2;2;;96.257;143.104;327.446;57.575;287.315;31.968;164.449;22.94;402.21;2.342
Model_1497;0.42;0.54;1.59;0.67;0.97;0.95;1.80;0.57;0.62;2;2;2;2;1;2;2;2;1;;119.382;122.172;311.096;63.813;282.694;27.214;139.893;21.441;378.219;2.2
Model_1498;0.56;0.64;1.52;0.67;1.11;1.01;1.83;0.42;0.71;1;1;1;2;1;1;1;1;2;;95.976;126.747;339.678;57.518;243.323;28.273;144.608;25.596;350.929;2.221
Model_1499;0.51;0.60;1.69;0.67;1.08;0.97;1.68;0.45;0.59;1;2;1;2;1;2;1;1;1;;104.388;123.618;307.268;65.997;256.73;26.929;148.919;24.701;411.042;2.293
Model_1500;0.56;0.56;1.56;0.57;1.02;0.84;1.75;0.42;0.64;1;2;1;1;1;2;1;1;2;;91.412;124.77;317.436;59.501;263.918;31.817;144.31;24.427;375.105;2.151
Model_1501;0.44;0.58;1.71;0.65;1.21;0.80;1.66;0.50;0.73;2;1;1;1;1;1;2;1;1;;119.482;124.244;296.983;55.301;218.075;31.613;148.993;24.351;330.619;2.382
Model_1502;0.49;0.55;1.66;0.64;1.14;0.80;1.80;0.53;0.65;1;1;1;1;1;1;2;1;2;;106.924;115.376;301.707;60.734;228.985;31.166;136.277;22.608;357.786;2.258
Model_1503;0.51;0.66;1.68;0.59;1.11;0.98;1.88;0.54;0.69;2;1;1;2;1;1;1;2;2;;106.685;121.114;306.16;56.574;252.967;30.486;139.228;22.778;350.358;2.328
Model_1504;0.57;0.57;1.67;0.63;1.07;0.94;1.87;0.52;0.67;2;1;2;1;1;1;2;2;1;;92.127;116.965;301.554;59.754;257.562;29.527;135.373;22.738;346.898;2.174
Model_1505;0.49;0.59;1.53;0.67;1.19;0.93;1.65;0.53;0.61;1;1;1;2;2;1;2;2;1;;108.664;125.285;342.156;65.238;211.792;28.203;151.622;23.406;408.189;2.339
Model_1506;0.56;0.55;1.55;0.56;1.06;0.90;1.63;0.42;0.74;2;2;1;1;2;2;2;2;2;;89.656;132.766;317.002;52.292;251.372;31.589;152.992;25.192;333.408;2.145
Model_1507;0.49;0.54;1.71;0.67;1.04;0.90;1.81;0.44;0.64;1;1;1;2;1;2;2;2;2;;104.965;116.081;288.922;62.07;263.394;28.489;136.827;24.838;360.02;2.182
Model_1508;0.56;0.62;1.71;0.69;1.15;0.92;1.80;0.52;0.73;1;1;2;2;1;1;1;1;1;;95.767;123.246;303.483;57.329;243.37;29.707;143.988;23.622;331.822;2.268
Model_1509;0.48;0.65;1.58;0.59;1.01;0.98;1.84;0.53;0.62;1;2;1;2;1;1;2;2;2;;110.959;124.523;323.85;61.063;279.336;28.991;142.138;22.48;396.073;2.282
Model_1510;0.41;0.66;1.70;0.64;1.10;0.88;1.74;0.59;0.66;1;2;1;1;2;2;2;1;1;;127.199;128.204;305.99;59.069;257.433;31.114;150.263;22.121;373.95;2.435
Model_1511;0.45;0.66;1.67;0.63;1.03;0.98;1.70;0.41;0.71;2;1;2;1;1;2;2;1;1;;116.641;134.478;307.668;55.422;282.123;29.582;157.602;25.918;353.991;2.342
Model_1512;0.48;0.65;1.65;0.60;1.15;0.98;1.79;0.44;0.64;2;1;1;2;2;1;2;1;2;;113.81;120.346;314.182;59.853;235.198;29.381;142.598;25.034;380.57;2.355
Model_1513;0.51;0.63;1.49;0.50;1.06;0.95;1.68;0.42;0.73;2;2;1;2;2;1;1;1;2;;101.905;136.884;335.738;50.823;253.024;32.275;153.955;24.787;346.352;2.251
Model_1514;0.51;0.58;1.71;0.62;1.02;1.02;1.84;0.46;0.74;1;2;2;1;1;1;2;1;2;;100.243;124.539;289.496;53.676;277.332;28.636;141.412;24.154;318.093;2.165
Model_1515;0.45;0.64;1.65;0.66;1.03;0.87;1.80;0.46;0.77;2;1;1;2;2;2;2;2;2;;114.743;130.381;305.521;52.86;277.47;30.618;148.419;25.084;319.311;2.264
Model_1516;0.46;0.64;1.51;0.64;1.01;0.82;1.66;0.53;0.76;1;1;2;1;1;2;1;1;2;;109.475;142.116;336.275;52.722;277.259;31.573;159.178;23.201;343.345;2.271
Model_1517;0.43;0.57;1.70;0.61;0.98;1.01;1.78;0.51;0.69;1;1;1;2;2;2;2;2;1;;116.508;125.041;289.086;57.252;288.759;28.458;145.294;23.099;341.605;2.245
Model_1518;0.58;0.64;1.50;0.67;0.99;0.80;1.82;0.57;0.65;1;1;2;2;2;1;1;1;1;;90.955;129.934;346.838;62.312;287.314;30.847;147.729;21.738;387.047;2.193
Model_1519;0.47;0.65;1.52;0.64;1.22;0.79;1.82;0.41;0.66;1;2;1;2;2;1;2;1;1;;116.484;121.858;343.19;59.778;207.344;32.084;140.898;25.968;371.95;2.344
Model_1520;0.50;0.58;1.67;0.68;1.13;0.88;1.85;0.54;0.75;2;1;2;1;1;2;2;2;2;;105.161;120.558;302.152;54.755;240.442;30.207;138.033;23.068;314.774;2.235
Model_1521;0.43;0.62;1.52;0.68;1.10;0.85;1.73;0.42;0.63;1;2;2;2;2;1;1;2;2;;122.139;127.38;340.147;62.198;240.695;29.334;148.274;25.934;396.097;2.338
Model_1522;0.41;0.65;1.66;0.50;1.07;0.83;1.68;0.55;0.74;1;2;1;1;2;2;2;2;1;;123.358;135.063;302.96;49.676;262.34;35.123;154.606;22.456;334.836;2.415
Model_1523;0.54;0.62;1.55;0.68;1.13;0.79;1.72;0.40;0.72;1;1;2;2;1;2;2;2;2;;98.318;129.532;332.281;56.936;237.868;31.076;151.332;26.461;348.695;2.247
Model_1524;0.44;0.57;1.71;0.64;1.05;0.95;1.65;0.59;0.67;2;1;2;1;1;2;2;2;1;;115.669;128.009;295.659;59.255;266.635;29.161;154.31;21.647;361.296;2.324
Model_1525;0.48;0.59;1.53;0.51;1.05;0.96;1.69;0.58;0.61;1;2;2;1;2;1;2;1;1;;107.787;127.528;330.5;59.873;253.115;30.657;149.18;20.837;399.494;2.311
Model_1526;0.51;0.53;1.63;0.58;1.05;0.80;1.72;0.51;0.74;1;1;1;1;1;1;2;1;2;;97.839;126.263;298.55;52.842;255.722;32.199;144.672;22.741;320.344;2.154
Model_1527;0.59;0.61;1.69;0.69;0.97;0.93;1.85;0.57;0.71;1;1;2;1;1;2;2;2;2;;86.664;127.495;300.461;57.888;304.255;29.139;146.233;21.868;342.522;2.12
Model_1528;0.57;0.64;1.64;0.57;1.18;0.91;1.79;0.52;0.59;2;2;1;2;1;2;1;1;2;;97.68;117.669;320.446;63.531;223.977;30.962;137.662;22.724;410.725;2.31
Model_1529;0.42;0.63;1.48;0.56;0.97;0.95;1.68;0.59;0.71;1;2;2;2;2;1;1;1;1;;117.934;141.955;340.186;54.278;287.03;30.987;158.935;21.289;359.513;2.299
Model_1530;0.53;0.61;1.50;0.57;1.15;0.90;1.86;0.55;0.72;2;2;1;2;1;2;2;2;2;;100.581;123.59;336.823;54.534;223.598;32.306;138.607;22.217;335.093;2.234
Model_1531;0.51;0.53;1.72;0.60;1.10;0.98;1.62;0.58;0.76;2;2;2;2;1;2;2;1;2;;98.615;128.877;288.156;52.82;248.367;29.861;150.033;21.613;316.61;2.207
Model_1532;0.47;0.56;1.66;0.51;1.15;0.88;1.79;0.56;0.75;1;2;2;2;1;1;1;1;1;;109.687;121.761;296.764;50.943;227.738;33.372;137.532;21.732;309.075;2.285
Model_1533;0.56;0.62;1.51;0.53;0.98;0.82;1.84;0.43;0.74;1;1;2;2;1;1;2;2;1;;91.911;130.454;329.06;51.816;282.407;33.553;145.728;24.358;327.852;2.129
Model_1534;0.58;0.59;1.48;0.57;1.03;0.78;1.67;0.53;0.70;1;2;2;2;2;1;1;2;1;;87.584;136.441;341.148;56.264;263.045;33.228;155.421;22.308;359.853;2.18
Model_1535;0.46;0.62;1.63;0.66;1.20;1.00;1.75;0.52;0.73;2;1;1;2;1;2;1;1;2;;115.903;125.171;315.595;55.89;220.797;29.072;145.665;23.946;337.199;2.361
Model_1536;0.53;0.54;1.47;0.58;1.17;0.94;1.85;0.44;0.66;2;2;1;1;2;1;1;2;2;;99.612;116.724;337.171;58.755;206.406;30.027;131.513;24.583;354.234;2.163
Model_1537;0.41;0.61;1.68;0.59;1.03;0.93;1.78;0.57;0.61;2;2;2;1;1;1;2;1;2;;126.011;121.54;300.688;61.223;271.219;29.665;142.064;21.555;390.497;2.363
Model_1538;0.43;0.58;1.69;0.53;1.02;1.01;1.64;0.46;0.72;1;1;2;1;2;1;2;2;2;;116;131.076;291.38;51.936;273.991;30.086;154.676;24.331;337.714;2.308
Model_1539;0.44;0.67;1.68;0.52;1.16;0.82;1.87;0.41;0.64;2;1;2;1;1;1;1;2;2;;124.078;116.02;305.182;55.892;231.962;34.581;134.581;25.438;371.133;2.416
Model_1540;0.58;0.58;1.53;0.63;1.02;0.84;1.67;0.53;0.60;2;1;2;2;1;2;1;2;1;;89.299;128.962;336.562;65.626;268.761;30.342;152.962;22.424;414.419;2.2
Model_1541;0.47;0.58;1.58;0.67;1.16;0.83;1.64;0.47;0.75;1;2;1;2;2;2;2;2;1;;110.136;131.2;320.165;55.011;226.576;30.743;152.489;25.111;331.157;2.298
Model_1542;0.41;0.60;1.72;0.52;1.23;0.86;1.79;0.44;0.60;1;2;1;2;2;1;2;2;2;;129.061;110.733;293.429;59.943;203.904;32.709;132.251;24.879;381.586;2.437
Model_1543;0.59;0.56;1.56;0.53;1.20;0.95;1.86;0.52;0.69;1;1;1;2;2;2;2;1;2;;89.956;115.172;320.34;56.047;207.812;31.858;132.127;22.513;337.322;2.201
Model_1544;0.52;0.61;1.52;0.50;1.20;0.85;1.63;0.48;0.73;2;2;2;1;1;1;1;2;2;;101.429;132.901;333.152;50.842;211.531;34.425;152.057;23.933;344.21;2.327
Model_1545;0.48;0.60;1.54;0.52;0.99;0.84;1.80;0.53;0.76;2;2;2;1;1;1;2;2;1;;105.185;132.394;319.161;49.791;277.258;33.436;146.372;22.155;317.235;2.186
Model_1546;0.55;0.57;1.65;0.67;1.20;0.83;1.77;0.45;0.68;2;1;1;2;1;1;1;2;2;;97.411;118.104;309.121;59.908;216.364;30.462;140.267;25.169;350.97;2.244
Model_1547;0.48;0.57;1.54;0.55;1.16;0.86;1.82;0.50;0.66;1;1;1;2;1;2;2;2;1;;109.896;117.395;324.258;58.285;215.912;32.713;135.872;23.205;355.189;2.285
Model_1548;0.58;0.62;1.55;0.64;1.19;0.83;1.63;0.54;0.75;2;2;1;2;1;1;1;1;1;;91.311;135.865;334.384;55.162;222.734;31.871;155.244;23.107;341.434;2.279
Model_1549;0.55;0.65;1.63;0.60;0.98;0.98;1.81;0.41;0.62;1;2;2;1;1;2;2;1;1;;97.887;125.974;315.004;61.17;297.135;28.838;145.846;24.796;395.414;2.232
Model_1550;0.47;0.59;1.58;0.62;1.22;0.84;1.73;0.47;0.61;1;1;2;2;1;1;1;1;2;;114.151;117.859;327.113;63.374;203.775;30.873;141.073;24.429;394.979;2.357
Model_1551;0.57;0.53;1.62;0.64;1.12;0.92;1.65;0.43;0.73;1;1;2;2;1;1;2;1;2;;88.973;126.133;307.872;55.754;236.425;29.543;149.279;25.426;332.054;2.154
Model_1552;0.48;0.64;1.60;0.58;0.98;0.97;1.81;0.42;0.72;1;2;2;2;1;1;1;2;1;;107.812;132.173;313.996;54.102;291.846;30.267;148.857;25.078;340.671;2.227
Model_1553;0.43;0.61;1.67;0.61;1.23;0.80;1.85;0.50;0.59;2;2;1;2;2;1;2;2;1;;126.185;109.295;308.716;64.261;204.834;31.818;128.623;23.792;391.75;2.398
Model_1554;0.52;0.56;1.69;0.59;0.97;0.95;1.63;0.58;0.69;2;2;2;2;2;1;2;1;1;;95.489;134.27;294.887;57.466;296.372;29.895;158.529;21.075;354.454;2.187
Model_1555;0.48;0.65;1.66;0.69;1.15;0.85;1.73;0.52;0.68;2;1;1;1;2;2;2;1;1;;112.535;127.103;316.318;59.459;240.793;30.694;150.864;23.829;366.346;2.366
Model_1556;0.48;0.65;1.73;0.61;1.02;0.87;1.88;0.54;0.76;2;2;1;1;1;1;2;2;2;;108.91;127.479;290.452;51.985;285.831;31.782;143.579;22.693;316.304;2.266
Model_1557;0.46;0.65;1.53;0.66;1.02;0.83;1.67;0.49;0.67;1;2;1;2;2;1;1;1;1;;112.699;139.635;338.338;59.537;276.594;30.702;159.978;23.944;385.276;2.313
Model_1558;0.49;0.62;1.71;0.61;1.16;0.87;1.67;0.42;0.61;2;1;2;2;2;2;2;2;1;;110.742;121.466;305.247;62.85;232.262;30.904;148.878;25.726;395.543;2.372
Model_1559;0.57;0.55;1.52;0.59;1.05;1.00;1.77;0.59;0.63;2;2;2;2;2;2;2;1;1;;90.287;122.795;331.453;62.708;252.198;28.482;141.898;20.675;379.547;2.156
Model_1560;0.57;0.55;1.69;0.57;1.12;0.78;1.80;0.52;0.75;2;1;2;2;2;1;2;1;2;;90.601;120.146;292.93;52.778;240.521;33.102;137.878;22.648;309.983;2.174
Model_1561;0.51;0.53;1.69;0.61;1.13;0.99;1.76;0.54;0.63;1;2;1;2;2;1;2;2;2;;101.689;115.131;295.066;62.358;231.096;28.033;136.954;22.217;365.537;2.225
Model_1562;0.59;0.60;1.60;0.67;1.02;0.97;1.63;0.46;0.65;1;1;1;1;2;1;1;1;1;;87.28;134.49;322.911;61.769;279.069;27.905;160.536;24.428;390.539;2.206
Model_1563;0.41;0.54;1.62;0.65;1.08;0.78;1.66;0.59;0.63;2;1;1;2;1;2;2;1;1;;123.598;123.729;309.159;62.883;244.193;30.921;149.233;21.343;379.195;2.322
Model_1564;0.48;0.64;1.67;0.68;1.22;0.93;1.80;0.48;0.63;1;1;1;2;2;1;1;2;1;;114.574;117.138;315.959;63.167;216.216;28.779;139.33;24.864;383.831;2.376
Model_1565;0.48;0.65;1.48;0.63;1.01;0.99;1.67;0.42;0.69;1;2;2;1;1;2;2;1;1;;108.166;141.23;347.894;56.921;276.254;29.008;161.524;25.335;375.293;2.28
Model_1566;0.59;0.62;1.63;0.63;0.99;0.83;1.83;0.52;0.67;2;1;2;1;1;2;2;2;2;;88.755;125.915;312.269;59.068;291.683;31.561;145.564;22.635;364.478;2.158
Model_1567;0.57;0.55;1.59;0.58;1.07;0.82;1.78;0.43;0.59;2;1;1;2;2;1;1;1;1;;92.141;114.995;314.956;65.031;245.452;31.259;135.406;24.381;394.534;2.178
Model_1568;0.52;0.53;1.50;0.63;1.14;0.82;1.69;0.58;0.69;1;2;1;1;1;2;1;2;2;;98.073;126.957;332.39;58.112;220.206;31.359;146.116;21.493;353.204;2.193
Model_1569;0.45;0.56;1.51;0.57;1.08;1.01;1.73;0.43;0.61;2;1;1;1;2;2;1;1;1;;115.501;121.063;330.33;61.738;236.28;27.986;142.245;24.77;391.293;2.275
Model_1570;0.58;0.63;1.59;0.58;1.12;0.94;1.79;0.43;0.63;2;2;1;1;1;1;1;2;2;;94.178;122.419;324.812;60.191;240.359;30.315;142.246;24.763;388.585;2.246
Model_1571;0.50;0.66;1.68;0.57;1.02;1.00;1.74;0.52;0.62;2;1;1;1;2;2;1;2;2;;107.433;127.939;307.321;59.948;284.559;29.348;149.756;22.844;400.274;2.331
Model_1572;0.43;0.58;1.51;0.65;1.01;0.82;1.62;0.53;0.66;2;1;1;1;2;2;2;2;2;;116.555;135.568;333.133;59.534;268.761;30.603;160.045;22.914;383.892;2.29
Model_1573;0.48;0.58;1.63;0.62;1.20;0.86;1.72;0.59;0.75;1;2;1;1;2;2;2;1;2;;108.69;125.237;309.695;53.474;217.154;31.868;144.711;21.886;322.995;2.316
Model_1574;0.52;0.66;1.58;0.54;1.00;0.80;1.65;0.57;0.70;1;1;1;2;2;1;1;2;2;;99.587;141.224;323.693;54.18;288.33;34.284;161.461;21.728;369.495;2.32
Model_1575;0.56;0.58;1.55;0.63;1.12;0.88;1.63;0.49;0.67;2;2;2;2;1;1;2;1;1;;93.256;131.424;331.523;60.118;236.777;30.477;156.292;23.68;373.443;2.243
Model_1576;0.50;0.57;1.71;0.51;1.17;0.96;1.67;0.48;0.71;1;1;1;2;2;2;2;1;1;;104.463;122.48;291.774;53.455;225.747;32.107;146.939;23.834;333.592;2.326
Model_1577;0.56;0.58;1.70;0.69;1.09;0.85;1.66;0.48;0.74;1;2;1;2;2;1;2;1;1;;91.876;130.665;299.255;56.432;258.551;29.937;153.893;24.346;332.683;2.215
Model_1578;0.53;0.57;1.70;0.66;1.04;0.81;1.81;0.47;0.69;1;2;2;2;1;2;1;2;2;;97.19;122.623;294.217;58.529;269.607;30.748;141.319;24.029;342.631;2.177
Model_1579;0.52;0.59;1.57;0.57;1.11;0.79;1.62;0.57;0.66;2;1;1;1;1;2;1;2;1;;100.212;131.625;325.205;58.552;239.743;33.683;156.057;21.785;378.424;2.317
Model_1580;0.41;0.62;1.65;0.68;1.19;0.98;1.64;0.56;0.66;1;1;2;1;2;2;1;1;1;;127.287;128.382;318.452;60.441;223.724;28.299;154.133;23.254;377.93;2.462
Model_1581;0.57;0.61;1.69;0.62;1.09;0.79;1.85;0.58;0.64;2;2;2;2;1;2;1;2;2;;94.267;118.436;303.757;61.618;255.882;32.423;136.983;21.409;371.555;2.239
Model_1582;0.59;0.56;1.68;0.65;1.07;0.89;1.70;0.54;0.65;2;2;1;2;1;2;2;2;2;;87.327;124.604;302.115;61.985;258.651;29.718;149.045;22.339;371.659;2.184
Model_1583;0.50;0.61;1.51;0.50;1.16;0.87;1.85;0.48;0.73;1;1;2;2;2;2;2;1;2;;105.975;121.493;331.05;51.242;219.141;34.192;137.381;23.561;326.198;2.278
Model_1584;0.42;0.55;1.73;0.60;1.17;0.97;1.85;0.55;0.61;2;1;2;2;2;1;2;1;2;;125.191;107.222;288.817;62.882;219.493;28.429;126.857;22.159;366.635;2.341
Model_1585;0.46;0.66;1.69;0.52;1.20;0.99;1.77;0.50;0.71;1;2;1;1;1;2;2;1;2;;116.509;124.569;303.375;52.142;224.137;32.083;144.918;23.649;342.534;2.411
Model_1586;0.46;0.55;1.52;0.63;1.20;1.00;1.77;0.44;0.69;1;1;2;1;2;2;1;1;2;;114.115;119.403;329.66;57.387;204.239;28.53;138.716;25.358;345.309;2.263
Model_1587;0.53;0.59;1.71;0.53;1.21;0.99;1.71;0.44;0.63;2;1;2;2;2;2;2;2;1;;102.248;116.318;299.635;59.716;214.011;30.305;142.381;24.893;372.472;2.337
Model_1588;0.60;0.60;1.52;0.68;1.18;1.01;1.81;0.54;0.71;2;2;1;1;1;1;1;2;2;;89.101;124.992;339.842;58.09;219.988;28.27;142.315;22.962;347.581;2.195
Model_1589;0.51;0.65;1.64;0.57;1.19;0.81;1.74;0.51;0.61;1;1;2;1;1;1;2;2;2;;107.638;120.909;320.727;60.937;222.013;33.356;144.011;23.365;401.372;2.385
Model_1590;0.59;0.63;1.51;0.66;1.04;0.83;1.64;0.56;0.75;2;1;1;2;2;2;1;1;2;;86.723;141.638;340.258;55.171;269.812;31.227;160.165;22.425;348.873;2.2
Model_1591;0.58;0.64;1.64;0.55;1.22;0.88;1.67;0.40;0.73;1;1;2;1;2;1;1;1;2;;93.421;128.344;315.664;52.474;218.26;33.302;150.557;25.995;342.031;2.321
Model_1592;0.56;0.59;1.63;0.69;1.12;0.80;1.78;0.45;0.66;1;2;2;1;2;2;2;1;1;;95.092;121.248;315.968;61.282;242.133;30.541;143.278;24.736;364.549;2.221
Model_1593;0.46;0.62;1.58;0.66;1.23;0.99;1.67;0.56;0.75;1;1;2;2;1;2;1;2;2;;114.552;130.183;327.8;54.833;211.457;29.486;150.538;23.41;336.251;2.386
Model_1594;0.41;0.56;1.73;0.60;0.99;0.98;1.68;0.57;0.72;2;2;1;1;1;2;1;2;2;;119.905;131.639;283.268;54.161;285.858;29.413;151.877;21.752;334.641;2.268
Model_1595;0.44;0.63;1.64;0.51;1.02;0.79;1.65;0.48;0.63;1;1;2;1;1;2;1;1;2;;117.152;132.07;308.351;56.737;274.95;34.855;155.654;23.244;393.265;2.384
Model_1596;0.43;0.63;1.55;0.54;1.22;0.94;1.69;0.49;0.70;1;2;1;2;1;1;2;1;2;;121.821;128.881;329.253;54.007;207.187;32.008;149.626;24.044;355.167;2.419
Model_1597;0.53;0.67;1.55;0.66;1.07;0.90;1.87;0.57;0.72;2;1;1;2;1;2;1;1;1;;101.692;128.685;335.432;57.03;262.535;30.843;144.846;22.285;345.949;2.303
Model_1598;0.56;0.64;1.52;0.60;1.12;0.96;1.63;0.53;0.75;2;2;2;2;1;2;2;2;1;;93.896;139.854;340.441;53.796;243.062;31.102;159.04;23.238;344.607;2.277
Model_1599;0.41;0.54;1.57;0.69;1.22;0.98;1.66;0.42;0.70;1;1;2;2;1;2;1;1;2;;129.898;122.934;320.58;57.916;202.338;27.576;146.627;26.647;346.579;2.323
Model_1600;0.46;0.65;1.52;0.69;1.12;0.99;1.63;0.53;0.74;1;2;1;1;2;2;2;1;2;;112.693;140.613;341.645;55.226;243.055;28.764;160.145;23.813;353.667;2.345
Model_1601;0.46;0.56;1.49;0.55;0.98;0.96;1.78;0.58;0.65;1;1;2;2;2;2;1;1;1;;108.95;126.517;330.921;59.037;273.204;30.153;143.298;20.749;368.569;2.208
Model_1602;0.40;0.59;1.60;0.51;1.09;0.80;1.75;0.58;0.73;1;2;2;1;2;2;1;1;2;;124.885;127.411;308.335;50.682;243.738;34.725;143.983;21.355;328.241;2.363
Model_1603;0.44;0.63;1.56;0.68;1.00;0.90;1.70;0.57;0.74;1;1;1;2;2;1;2;1;1;;114.494;138.134;326.169;55.731;284.51;29.623;157.969;22.501;343.63;2.284
Model_1604;0.59;0.59;1.60;0.57;1.14;0.82;1.86;0.53;0.74;2;2;1;1;2;2;1;2;1;;89.742;121.826;314.286;53.381;233.364;33.503;136.702;22.559;319.172;2.193
Model_1605;0.47;0.66;1.49;0.54;1.20;0.88;1.79;0.50;0.74;2;1;1;2;1;2;1;1;2;;114.038;128.337;343.17;51.627;212.397;33.708;144.297;23.757;336.253;2.365
Model_1606;0.45;0.56;1.68;0.64;1.18;0.80;1.68;0.41;0.76;2;2;2;2;1;2;2;1;2;;115.8;124.608;296.969;53.011;222.718;31.378;145.782;26.395;315.217;2.294
Model_1607;0.51;0.58;1.51;0.50;1.11;0.82;1.88;0.49;0.61;2;1;2;2;2;2;2;2;2;;104.804;113.122;330.39;59.813;227.457;34.08;128.887;22.756;380.851;2.252
Model_1608;0.56;0.61;1.50;0.54;1.01;0.94;1.68;0.57;0.76;1;2;1;1;2;1;1;1;2;;89.756;139.739;332.602;50.58;272.873;31.831;154.916;21.463;335.914;2.172
Model_1609;0.43;0.59;1.53;0.70;1.20;0.91;1.63;0.59;0.59;1;2;2;2;1;2;2;1;2;;122.1;126.588;344.898;66.488;208.161;27.71;152.492;22.119;424.516;2.394
Model_1610;0.49;0.61;1.53;0.68;1.15;0.91;1.64;0.41;0.76;2;2;2;2;1;2;2;2;1;;107.135;135.165;334.564;54.579;230.376;29.76;155.317;26.646;333.884;2.281
Model_1611;0.48;0.64;1.48;0.60;1.10;0.92;1.81;0.42;0.74;2;1;1;2;2;2;1;2;1;;110.376;129.208;342.578;53.652;240.546;31.319;145.154;25.709;333.7;2.264
Model_1612;0.42;0.66;1.58;0.65;1.23;0.92;1.88;0.48;0.74;1;2;2;2;2;2;1;1;2;;126.993;121.991;327.748;54.405;211.337;30.798;137.752;24.959;328.142;2.393
Model_1613;0.53;0.63;1.51;0.67;1.21;0.95;1.82;0.54;0.68;2;2;2;2;1;1;2;1;2;;103.074;123.408;346.949;59.865;211.557;29.244;142.108;22.998;364.2;2.279
Model_1614;0.40;0.56;1.71;0.58;1.19;0.86;1.64;0.55;0.65;1;2;2;2;2;2;1;2;2;;127.494;121.7;295.15;58.98;216.356;31.83;147.148;22.596;364.615;2.421
Model_1615;0.46;0.62;1.48;0.60;1.02;0.82;1.84;0.60;0.75;2;2;2;1;1;1;1;1;1;;111.024;132.381;339.07;52.824;266;32.314;144.712;21.101;326.328;2.224
Model_1616;0.54;0.61;1.47;0.54;1.14;0.94;1.68;0.60;0.72;1;2;1;1;2;2;2;2;1;;96.659;133.992;345.933;53.616;226.64;32.421;152.654;21.24;349.587;2.277
Model_1617;0.44;0.65;1.68;0.57;1.03;0.91;1.66;0.54;0.64;2;1;2;2;2;2;2;1;2;;118.499;132.54;306.602;58.775;279.409;31.452;157.39;22.517;391.105;2.39
Model_1618;0.55;0.55;1.52;0.59;1.17;0.85;1.87;0.43;0.67;2;2;2;1;2;1;1;2;2;;96.53;115.61;328.373;58.216;211.924;31.594;130.733;24.864;347.205;2.168
Model_1619;0.40;0.54;1.69;0.54;1.14;0.94;1.88;0.49;0.69;2;1;1;2;2;1;2;1;2;;128.525;112.168;286.676;54.951;225.177;30.992;128.24;23.389;323.525;2.304
Model_1620;0.49;0.60;1.66;0.62;1.05;1.00;1.88;0.55;0.60;2;1;1;1;1;1;2;2;1;;109.213;113.669;305.533;63.967;263.156;27.518;131.802;22.087;388.968;2.27
