;Radius_1;Radius_2;Radius_3;Radius_4;Radius_5;Radius_6;Radius_7;Radius_8;Radius_9;Radius_10;;Stress_1;Stress_2;Stress_3;Stress_4;Stress_5;Stress_6;Stress_7;Stress_8;Stress_9;Stress_10
Model_164;0.041;0.010;0.028;0.020;0.011;0.011;0.010;0.026;0.023;0.009;;273.5;220.7;288.1;375.2;59.1;186.1;281.3;316.6;383.8;361.1
Model_165;0.042;0.012;0.031;0.020;0.012;0.010;0.010;0.027;0.028;0.012;;261.4;163;252.6;359.6;70;227.5;280;293.1;253;231.9
Model_166;0.040;0.011;0.031;0.020;0.011;0.012;0.009;0.024;0.029;0.013;;294.3;203.9;270.9;353.3;85.9;173.8;360.7;363.1;245.6;219.4
Model_167;0.036;0.010;0.027;0.022;0.009;0.012;0.010;0.031;0.029;0.009;;309.3;164.7;287;318.1;31.2;115.8;220.3;231.2;248.8;267.9
Model_168;0.037;0.009;0.027;0.025;0.008;0.009;0.009;0.029;0.024;0.010;;304.8;220.9;292.1;244.4;68.8;221.5;263.1;263.8;363.7;246.3
Model_169;0.039;0.010;0.027;0.019;0.012;0.012;0.012;0.028;0.023;0.009;;277.7;240.3;299.2;419.6;47.3;171.4;229.3;269;378.3;378.8
Model_170;0.039;0.012;0.024;0.019;0.008;0.011;0.011;0.025;0.027;0.013;;290.8;192.4;377;382.5;83.5;220.1;279.9;332.5;262.6;233.6
Model_171;0.042;0.009;0.024;0.027;0.012;0.012;0.010;0.027;0.023;0.009;;265.8;235.6;347.2;211.9;66.1;141.7;230.5;302.1;397.8;307.5
Model_172;0.036;0.011;0.031;0.021;0.011;0.010;0.012;0.030;0.026;0.013;;301.7;214.2;248.3;330.5;42.8;255.5;244.9;230.6;290.5;213.9
Model_173;0.037;0.008;0.024;0.022;0.010;0.008;0.011;0.028;0.030;0.012;;305.1;242.2;352.1;315.9;55.1;240.8;212.5;277.5;233.5;156.4
Model_174;0.040;0.011;0.029;0.023;0.010;0.009;0.011;0.025;0.026;0.012;;282.9;183.8;281.4;281.7;68.5;270.3;287.6;328.9;303.9;222.5
Model_175;0.038;0.010;0.031;0.024;0.010;0.008;0.011;0.030;0.029;0.013;;285.6;180.9;240;265.3;50;276.2;232.2;238.2;248.7;155.3
Model_176;0.040;0.010;0.027;0.020;0.010;0.011;0.012;0.025;0.029;0.009;;282.3;176.9;305.6;382.7;110.8;146.2;247.3;328.9;248.2;303.1
Model_177;0.039;0.011;0.027;0.023;0.012;0.011;0.008;0.029;0.030;0.012;;287.6;160.6;294.3;278.2;90.2;155.4;260.2;268.7;226.5;191.6
Model_178;0.041;0.010;0.024;0.025;0.008;0.010;0.011;0.024;0.029;0.009;;287.3;151.2;360.2;256.4;116.4;152;244.3;365.2;264.8;263.1
Model_179;0.039;0.010;0.031;0.024;0.009;0.010;0.009;0.026;0.030;0.011;;296.1;168.8;254.7;266.9;52;165.5;305.2;317.5;242.8;203.6
Model_180;0.038;0.011;0.029;0.025;0.010;0.011;0.008;0.029;0.027;0.012;;296.2;172.4;270.6;234.7;104;168.4;288.1;266.1;279.3;203.3
Model_181;0.037;0.008;0.028;0.026;0.008;0.008;0.011;0.029;0.027;0.009;;302.4;208.2;268.1;241.6;95.3;210.7;214.9;257.6;302;229.7
Model_182;0.036;0.010;0.025;0.024;0.010;0.008;0.011;0.028;0.025;0.010;;315.5;177.9;330.1;269.5;55.1;276.5;231.2;274.2;336.9;247.4
Model_183;0.041;0.010;0.025;0.022;0.009;0.009;0.012;0.027;0.030;0.013;;267.5;197.3;335.6;308.2;50.2;239.8;213.5;291;227.4;169.9
Model_184;0.039;0.009;0.024;0.025;0.010;0.012;0.012;0.026;0.026;0.009;;289.5;213.3;355.9;248.9;87.3;125.7;220.3;312;315.6;286.8
Model_185;0.040;0.012;0.029;0.021;0.011;0.009;0.010;0.028;0.028;0.010;;275.1;128.4;267.8;340.5;43.3;225;253.3;277.4;263.3;257.5
Model_186;0.035;0.009;0.029;0.025;0.012;0.009;0.011;0.025;0.029;0.009;;337.9;170.3;281.8;257.7;124.8;170.7;291.4;324.2;263.9;241.7
Model_187;0.039;0.008;0.026;0.021;0.010;0.010;0.008;0.024;0.028;0.012;;309.3;283.4;331;337.6;76.6;186;341.9;377.8;271.6;189.1
Model_188;0.037;0.013;0.026;0.026;0.010;0.009;0.010;0.029;0.023;0.012;;301.2;149.2;313.8;216.6;96.1;304.4;257;258.7;378.1;240.9
Model_189;0.035;0.009;0.030;0.024;0.012;0.011;0.011;0.024;0.026;0.012;;337.3;269.7;281.1;261;98.6;180.3;329.5;344;308.3;219.9
Model_190;0.040;0.008;0.026;0.026;0.012;0.012;0.011;0.025;0.029;0.012;;287.2;270.5;325.7;230.2;81.3;120.8;262.4;332.6;258.2;176.6
Model_191;0.040;0.009;0.027;0.026;0.008;0.009;0.010;0.028;0.023;0.010;;275.5;234.6;291.1;228.5;51.7;237.6;250;278.7;396.2;260.9
Model_192;0.041;0.012;0.026;0.026;0.012;0.012;0.012;0.029;0.024;0.010;;259.9;164.2;306.9;226.9;52.3;169.8;207.3;255.3;355.5;300.8
Model_193;0.036;0.009;0.026;0.020;0.012;0.010;0.010;0.026;0.025;0.009;;323.2;228.9;322.9;379.8;62.3;186.7;281;315.7;331;313.1
Model_194;0.042;0.011;0.029;0.021;0.009;0.008;0.008;0.023;0.024;0.013;;288.3;197.4;296.2;325.9;114.4;359.1;393.4;403.7;354.9;211.6
Model_195;0.036;0.011;0.028;0.022;0.010;0.012;0.011;0.030;0.023;0.009;;307.1;194;277.5;319.2;46.5;168;238.5;238.8;384.3;358.8
Model_196;0.040;0.009;0.027;0.021;0.011;0.009;0.012;0.029;0.026;0.011;;267.4;244.4;292.6;346.6;46.6;243;209.6;254.8;303.4;227.5
Model_197;0.038;0.010;0.029;0.026;0.011;0.010;0.009;0.028;0.026;0.012;;297.1;203.4;271.2;220.8;73.5;201.3;281.7;279;305.9;200.4
Model_198;0.043;0.010;0.030;0.025;0.010;0.011;0.009;0.028;0.024;0.010;;254.1;204.3;253.9;240.1;79.8;172.2;270.8;282;359.7;274.7
Model_199;0.040;0.010;0.031;0.023;0.012;0.009;0.009;0.028;0.027;0.010;;278.1;170.3;245.2;288.9;54.2;208.1;273.2;280.3;288.5;238.5
Model_200;0.035;0.012;0.026;0.025;0.009;0.011;0.010;0.030;0.030;0.011;;325.4;128.4;310.7;240.7;44;150.9;235.1;243.4;230.4;209.9
Model_201;0.043;0.012;0.029;0.021;0.009;0.010;0.010;0.031;0.026;0.010;;241.5;147;258.2;339.8;78.1;205.8;221.6;232.7;300.3;277.1
Model_202;0.042;0.008;0.026;0.026;0.011;0.011;0.009;0.030;0.029;0.011;;257.3;232.9;299.8;227.7;60.3;123.2;210.1;252.5;252.9;174.6
Model_203;0.042;0.010;0.030;0.025;0.011;0.008;0.012;0.030;0.024;0.013;;247.4;221.3;247.5;247.9;42.7;342.3;214.9;237.2;356.1;185.2
Model_204;0.035;0.011;0.030;0.021;0.010;0.011;0.012;0.030;0.023;0.013;;312.9;255.6;263.3;323.2;71.4;253.9;258.4;228.4;359.4;247.7
Model_205;0.037;0.013;0.026;0.022;0.010;0.008;0.011;0.025;0.026;0.013;;311.6;140.4;331.2;302;52.8;358.5;285.5;329.7;297.5;204.5
Model_206;0.038;0.008;0.030;0.022;0.011;0.010;0.011;0.027;0.024;0.012;;292.3;343.9;262.7;310.4;54;221.5;273.2;286.4;353.2;216.1
Model_207;0.038;0.013;0.029;0.020;0.010;0.009;0.011;0.030;0.028;0.011;;284.1;127.6;265.9;370.3;44;259.1;232.2;240.2;256.7;245.5
Model_208;0.037;0.010;0.026;0.026;0.012;0.012;0.011;0.025;0.029;0.011;;315.1;185.3;329.3;228.9;83;129.1;274.9;329.1;255.8;217.9
Model_209;0.041;0.009;0.031;0.022;0.009;0.011;0.012;0.030;0.024;0.012;;253.4;300.4;241.1;310;46;204;227.2;235.2;346.6;231.7
Model_210;0.036;0.013;0.030;0.019;0.011;0.012;0.012;0.030;0.029;0.010;;302.4;138;257;409.8;49;158.8;231.3;234.2;238.1;302.9
Model_211;0.037;0.009;0.030;0.023;0.009;0.010;0.008;0.024;0.029;0.011;;329.5;207.8;278.2;288.4;50.3;169.9;368;371.8;263.5;207.8
Model_212;0.040;0.010;0.028;0.025;0.011;0.009;0.009;0.031;0.028;0.012;;269.5;177.9;270.6;240.6;72.1;214.5;226.2;235;265.6;174.8
Model_213;0.037;0.012;0.024;0.021;0.010;0.010;0.012;0.024;0.024;0.013;;311;204.3;382.8;317;50.7;288.4;282.2;347.7;334.5;246.7
Model_214;0.042;0.010;0.030;0.022;0.008;0.010;0.011;0.029;0.027;0.009;;253.8;170.7;246.4;323.5;57.1;172.6;218.9;258.7;289.1;285.1
Model_215;0.040;0.012;0.027;0.021;0.009;0.011;0.009;0.023;0.025;0.012;;299.3;182.3;326.1;321.2;99.3;209.7;370.5;395.1;322.3;262.7
Model_216;0.036;0.009;0.028;0.022;0.011;0.009;0.010;0.024;0.026;0.010;;331.2;222.4;300.8;316.4;93.8;220.8;324.9;358.7;313.2;257.5
Model_217;0.036;0.009;0.026;0.023;0.012;0.010;0.012;0.028;0.029;0.013;;311.6;244.8;319;283.1;60.2;195.3;228.6;266.6;244.3;169
Model_218;0.035;0.010;0.028;0.025;0.009;0.009;0.010;0.027;0.023;0.011;;330.8;220.7;289.1;239.8;49.9;272.7;294.5;290.7;388.1;253.7
Model_219;0.042;0.011;0.027;0.023;0.009;0.009;0.009;0.026;0.025;0.009;;270.9;144.5;298.3;288.6;52;215.7;279;324.4;336.9;296
Model_220;0.042;0.008;0.027;0.022;0.009;0.010;0.009;0.026;0.025;0.009;;271;254.4;297.3;316.7;45;164.5;276.1;325;337.9;279.2
Model_221;0.036;0.012;0.030;0.022;0.012;0.009;0.008;0.026;0.029;0.012;;330.8;138.5;272.1;305;80;236.1;339.9;321.2;249.1;202.7
Model_222;0.039;0.011;0.029;0.023;0.012;0.012;0.010;0.030;0.028;0.009;;278.9;144;260.2;291.9;41.9;123.3;229.6;245.1;267.8;280.4
Model_223;0.040;0.011;0.026;0.021;0.011;0.013;0.012;0.025;0.023;0.012;;278;255.1;333.4;317.4;67.4;185.4;273.9;323.5;360.7;291.5
Model_224;0.036;0.008;0.031;0.025;0.010;0.011;0.011;0.025;0.026;0.012;;322.1;314.4;260.1;244.8;99.2;167.6;304.9;323.5;311.4;202.4
Model_225;0.042;0.012;0.030;0.020;0.009;0.009;0.012;0.027;0.030;0.013;;256.3;158.8;261;363.3;54.9;275.9;242.7;284.2;221.4;195.9
Model_226;0.038;0.009;0.031;0.021;0.010;0.009;0.010;0.030;0.027;0.012;;286.6;244.1;242.8;339;52.5;239.6;252.4;242.4;279.7;194.7
Model_227;0.035;0.009;0.025;0.021;0.011;0.009;0.010;0.031;0.030;0.011;;322.8;204.9;324.9;344.1;46;200.2;213.1;232.3;232.1;192.2
Model_228;0.035;0.011;0.031;0.024;0.010;0.012;0.008;0.025;0.026;0.010;;346.3;166.1;267.2;260.7;70.1;139.3;371.3;343.6;312.5;278.1
Model_229;0.035;0.008;0.028;0.026;0.011;0.009;0.008;0.031;0.026;0.012;;328.2;263.5;274.1;224.7;78.1;206.6;260.9;236.8;310.6;167.1
Model_230;0.038;0.011;0.032;0.021;0.012;0.012;0.012;0.026;0.025;0.011;;290.4;213.8;249.4;331;74.2;181.6;283.3;295.8;317.4;292.2
Model_231;0.036;0.012;0.028;0.023;0.009;0.010;0.008;0.027;0.028;0.010;;326.6;123.8;289.4;284.1;71.9;174.8;312.3;302.8;266.8;248.4
Model_232;0.042;0.011;0.027;0.022;0.012;0.011;0.012;0.030;0.023;0.011;;247.8;221.7;290.8;308.9;72.3;222.4;206.9;239.4;373;289.4
Model_233;0.042;0.012;0.031;0.021;0.009;0.008;0.011;0.027;0.026;0.012;;258.4;154.5;249.3;334.8;42.7;338.9;262.4;288.7;299.3;220.7
Model_234;0.040;0.009;0.024;0.021;0.009;0.011;0.008;0.029;0.029;0.013;;277.2;241.4;351.4;325.6;126.5;158.6;249.2;271.9;239.4;167.3
Model_235;0.036;0.008;0.026;0.019;0.010;0.011;0.010;0.025;0.028;0.009;;327.6;258.8;325.8;419.6;81.2;135.7;289.8;339;265.1;288.7
Model_236;0.040;0.008;0.025;0.022;0.012;0.012;0.008;0.028;0.025;0.010;;281.9;287.3;326.5;310.4;92.3;130.6;254.7;289.8;330.1;253.4
Model_237;0.036;0.009;0.025;0.024;0.009;0.009;0.012;0.029;0.023;0.013;;307.9;295.3;333.3;260.5;52.4;294.7;225.5;251.4;379.3;199.1
Model_238;0.040;0.008;0.028;0.026;0.009;0.011;0.009;0.025;0.029;0.012;;293;256.6;293;230;52.5;138;303.6;343.3;263.4;170.8
Model_239;0.037;0.012;0.025;0.025;0.012;0.010;0.011;0.024;0.029;0.009;;320.7;109.3;350.6;253.8;107.9;158.1;278.7;355.7;262.4;270.1
Model_240;0.035;0.010;0.025;0.022;0.011;0.010;0.011;0.031;0.026;0.010;;320.3;196.8;325.2;316.8;45.8;195;208.5;228;304.1;261.1
Model_241;0.038;0.010;0.031;0.023;0.011;0.011;0.012;0.027;0.024;0.012;;287.9;257.3;253.8;279.5;57.3;215.7;268.1;278.6;346.7;247.7
Model_242;0.039;0.011;0.027;0.027;0.012;0.009;0.012;0.024;0.023;0.009;;293.8;160.7;310.1;214.9;116.2;246.5;277.8;348.2;404.2;325.9
Model_243;0.035;0.010;0.026;0.026;0.010;0.010;0.012;0.028;0.027;0.011;;325;192.1;314.9;226.6;72.2;193.5;229.8;266.2;288.4;221.2
Model_244;0.040;0.008;0.031;0.022;0.010;0.011;0.010;0.024;0.025;0.010;;290.7;296.7;261.4;315.1;89.2;158.1;323.8;359.6;337.4;270.1
Model_245;0.038;0.008;0.028;0.022;0.010;0.010;0.008;0.028;0.026;0.011;;299.7;279;282.5;308.2;85.7;176.2;288.8;285.8;305.7;210.3
Model_246;0.038;0.009;0.031;0.020;0.011;0.009;0.008;0.025;0.023;0.010;;310.1;258.8;262.8;367.8;89.7;256.2;360.2;347.9;384.4;294.8
Model_247;0.038;0.008;0.027;0.021;0.009;0.012;0.012;0.028;0.030;0.010;;290.2;260;294;349.5;84;115.5;213.8;271;232.3;233.8
Model_248;0.037;0.010;0.029;0.026;0.008;0.012;0.012;0.024;0.023;0.013;;308.5;288.2;290.1;211.9;71.8;206.1;307.2;340;374.5;241.4
Model_249;0.041;0.013;0.027;0.019;0.008;0.009;0.009;0.029;0.028;0.012;;263.9;133.5;298.9;391.7;123;264.5;266.2;265.4;254.8;220.2
Model_250;0.041;0.011;0.025;0.024;0.011;0.011;0.010;0.025;0.027;0.011;;281.2;170.5;344;260.4;55.2;169.1;274.4;341.1;285.8;239.7
Model_251;0.041;0.009;0.030;0.024;0.010;0.012;0.009;0.029;0.027;0.011;;265.9;231.5;252.9;260.3;71.2;130.9;260.2;264;284;216.7
Model_252;0.039;0.011;0.028;0.024;0.009;0.009;0.010;0.031;0.029;0.009;;277.2;120.1;267.1;272.4;36;178.4;208.4;232.6;254.3;243.3
Model_253;0.036;0.008;0.030;0.019;0.012;0.012;0.010;0.029;0.027;0.012;;311.2;342.3;260.6;404;62.5;150.3;271.2;256.2;273.4;214.6
Model_254;0.041;0.011;0.031;0.025;0.011;0.011;0.011;0.024;0.025;0.010;;279.4;175.8;261.3;244.6;98;179.5;306.7;350.9;338.3;293
Model_255;0.035;0.008;0.026;0.021;0.011;0.010;0.012;0.030;0.030;0.012;;319;279;311.7;345.2;55;176.6;208.1;237.7;229;175.4
Model_256;0.036;0.011;0.028;0.026;0.009;0.009;0.008;0.026;0.025;0.012;;329.6;172.1;297;219;95.1;249.7;340.5;323.1;331;207.9
Model_257;0.039;0.009;0.024;0.024;0.009;0.011;0.011;0.030;0.025;0.011;;277.5;252.1;345.6;261.5;68.5;170.6;201.6;245.4;327.1;229.5
Model_258;0.037;0.012;0.031;0.024;0.009;0.012;0.011;0.030;0.027;0.012;;294.1;167.9;246.1;253.2;50.6;167.6;252.2;235.6;275.1;228.9
Model_259;0.042;0.010;0.030;0.023;0.012;0.012;0.012;0.024;0.027;0.009;;270.2;181;269.9;295.9;123.8;128.7;277.8;346.1;295.6;306
Model_260;0.041;0.009;0.030;0.020;0.011;0.010;0.012;0.028;0.026;0.012;;259.7;280.7;258.1;370.5;49.1;225.7;237.1;266.7;296.2;222
Model_261;0.038;0.010;0.026;0.024;0.009;0.011;0.008;0.029;0.023;0.012;;295.2;243.3;315.9;246.3;155.3;199.3;291;267.6;374.1;232.1
Model_262;0.039;0.012;0.027;0.019;0.012;0.012;0.012;0.027;0.030;0.013;;280.1;185.1;309.5;386.8;53.2;179.6;246.4;283.8;214;223.7
Model_263;0.041;0.009;0.030;0.019;0.012;0.011;0.010;0.027;0.029;0.011;;269.5;246.1;261.7;405.8;53.1;162.7;271.9;294.7;240.2;235.3
Model_264;0.035;0.009;0.031;0.021;0.011;0.010;0.012;0.027;0.030;0.009;;325.2;191.3;250.7;355.2;121.7;155.1;255.2;279.2;235.7;267.5
Model_265;0.038;0.009;0.027;0.024;0.010;0.013;0.009;0.026;0.026;0.010;;305.1;231.4;304.3;263;57.4;113.6;296.6;321;308.5;259.4
Model_266;0.036;0.011;0.029;0.021;0.010;0.009;0.012;0.027;0.029;0.011;;312.6;163.5;274.9;341.7;89.5;241.1;250.8;281.5;244.4;232.1
Model_267;0.036;0.008;0.027;0.020;0.008;0.008;0.011;0.023;0.026;0.009;;333.9;258.6;312.2;390.8;164;258.4;297.9;384.7;315.8;291.9
Model_268;0.041;0.008;0.031;0.024;0.010;0.012;0.012;0.027;0.025;0.010;;264.5;297.7;244;273.2;89.6;139;241.9;284.6;337.5;261.9
Model_269;0.036;0.008;0.029;0.025;0.012;0.011;0.012;0.030;0.024;0.011;;305;319.3;263.3;252.7;56.7;176.1;228.1;233.2;360.4;230.7
Model_270;0.039;0.011;0.031;0.024;0.012;0.008;0.011;0.030;0.030;0.013;;275.9;149.2;240.4;264.4;50.7;274;229.2;238.5;232;155
Model_271;0.035;0.010;0.030;0.020;0.010;0.008;0.012;0.026;0.026;0.011;;326;208.4;267.9;378.6;104;322.6;273.5;298.1;302.6;244.6
Model_272;0.036;0.011;0.024;0.019;0.011;0.011;0.013;0.025;0.030;0.009;;318.7;152.9;371.9;419.2;110.6;152.8;230.6;324.5;228.5;313.7
Model_273;0.042;0.010;0.027;0.027;0.008;0.010;0.010;0.029;0.025;0.010;;256.7;182.6;287.3;209.7;54.8;184.8;228.9;263;337.1;247.3
Model_274;0.035;0.012;0.027;0.021;0.009;0.011;0.011;0.025;0.029;0.012;;334.8;164.4;317;329.4;61.8;190.7;297.8;325.6;240.4;236.1
Model_275;0.035;0.011;0.031;0.025;0.010;0.012;0.009;0.026;0.028;0.009;;340.2;138.4;257.3;250;71.7;117.9;321.2;314.2;276.9;279.7
Model_276;0.039;0.008;0.025;0.026;0.010;0.011;0.011;0.029;0.029;0.013;;281.4;271.4;327.1;225;35.4;142.1;207.6;259.5;249.5;149
Model_277;0.038;0.010;0.026;0.026;0.012;0.008;0.011;0.027;0.026;0.010;;296.9;163.7;313.9;230.6;73.9;254.9;240.1;291.9;317.5;229.8
Model_278;0.042;0.012;0.028;0.021;0.011;0.009;0.012;0.030;0.023;0.009;;248.1;155.1;272;354.3;39.7;267.4;202.2;240.4;387.3;349.9
Model_279;0.036;0.009;0.028;0.020;0.011;0.012;0.012;0.024;0.024;0.010;;320.4;289;303.7;371.6;104.3;166.3;297.5;342.8;349.9;322.4
Model_280;0.035;0.008;0.029;0.021;0.012;0.009;0.010;0.027;0.024;0.009;;331.4;270.8;274.6;353.4;71;216.6;286.8;291.5;364.5;294.8
Model_281;0.042;0.010;0.027;0.023;0.012;0.010;0.010;0.026;0.026;0.011;;268;203.6;302.7;282.8;59.1;202.1;268.5;317.4;304.7;237
Model_282;0.040;0.010;0.030;0.026;0.011;0.011;0.012;0.027;0.027;0.012;;272.8;212.6;259.9;224.3;72.3;177.3;247.7;282.2;285.4;208.8
Model_283;0.040;0.012;0.026;0.026;0.010;0.010;0.010;0.030;0.024;0.013;;268.6;178.6;310;213.1;111.5;251.1;236.4;245.4;344.1;209.7
Model_284;0.035;0.013;0.031;0.022;0.008;0.012;0.009;0.029;0.030;0.013;;326.7;140.1;257.3;292.1;97.7;156.2;310.5;256.5;219.9;199.7
Model_285;0.038;0.010;0.029;0.022;0.008;0.011;0.011;0.028;0.024;0.012;;288.1;254.6;274.7;299.6;63.2;210.8;268.7;268.4;343.3;244.6
Model_286;0.035;0.011;0.031;0.022;0.011;0.012;0.011;0.029;0.029;0.012;;321.1;187.4;251.1;302;43.2;155.6;265.7;248.4;238.6;220.5
Model_287;0.035;0.008;0.025;0.025;0.012;0.010;0.009;0.027;0.029;0.009;;339.6;200.1;334.2;252.8;63.4;128.5;265.2;299.9;258;222.2
Model_288;0.042;0.010;0.031;0.027;0.010;0.008;0.009;0.025;0.026;0.013;;275.1;190.9;258.7;209.6;51.6;291.4;319.5;341.8;318.8;169.6
Model_289;0.039;0.008;0.031;0.024;0.009;0.012;0.009;0.027;0.023;0.011;;288.5;335.1;252.8;256.4;80.1;153.8;310.2;297.3;386.5;247.1
Model_290;0.037;0.013;0.028;0.026;0.011;0.013;0.011;0.025;0.024;0.012;;309.3;173;302.5;212;60.6;176.2;307.9;324.6;342.5;273.9
Model_291;0.039;0.012;0.030;0.019;0.011;0.011;0.008;0.024;0.026;0.011;;306;170.6;281;392.6;110.9;196.1;381;373.3;297.8;289.6
Model_292;0.038;0.008;0.031;0.026;0.009;0.008;0.010;0.025;0.026;0.010;;306.5;237.7;252.7;236;110.8;239;299;335.4;325.2;219.2
Model_293;0.035;0.012;0.024;0.024;0.011;0.010;0.011;0.025;0.028;0.013;;337.5;160.4;375.7;255.6;51.8;224.8;277.5;329.6;259.6;197.6
Model_294;0.035;0.012;0.028;0.023;0.011;0.010;0.009;0.030;0.026;0.013;;325.7;171.1;284.5;269.5;100.7;238.2;276.8;244.2;292.8;203.9
Model_295;0.035;0.009;0.024;0.023;0.012;0.011;0.012;0.030;0.023;0.012;;319.5;312.2;353.4;282.8;67;212;211.7;237.1;374.6;237.2
Model_296;0.042;0.009;0.025;0.020;0.010;0.009;0.008;0.027;0.024;0.013;;268;287.7;335.9;355.1;139.3;278.1;286.3;308.5;343.1;198.1
Model_297;0.042;0.010;0.028;0.026;0.008;0.010;0.009;0.029;0.026;0.009;;259.2;158.2;271.5;228.6;51.9;160.2;239.7;266.8;316.3;261.9
Model_298;0.042;0.012;0.029;0.019;0.010;0.010;0.009;0.027;0.030;0.013;;264.3;163.8;276.7;389.9;100.5;228;292.6;299.6;219.1;202.8
Model_299;0.039;0.010;0.026;0.022;0.010;0.011;0.010;0.030;0.023;0.010;;278;231.1;306.6;310.7;89.9;192.9;232.2;246.2;380.5;301.4
Model_300;0.037;0.011;0.027;0.022;0.008;0.010;0.009;0.025;0.030;0.011;;320.9;152.2;311.4;309.8;37.4;179;316;341.9;237.5;221.3
Model_301;0.038;0.009;0.025;0.020;0.012;0.010;0.011;0.028;0.031;0.010;;293;200.5;332.8;379.4;55.8;160.1;218.3;276.9;215.9;228.5
Model_302;0.041;0.009;0.024;0.022;0.008;0.009;0.011;0.027;0.024;0.011;;269.1;256.5;354.8;309.1;54.1;254.9;229.1;296.4;354.3;239.9
Model_303;0.038;0.012;0.027;0.021;0.010;0.010;0.009;0.029;0.025;0.012;;292.1;174.2;299.5;322;117.2;243.4;274.3;263.3;314.2;240.4
Model_304;0.042;0.011;0.031;0.026;0.011;0.012;0.011;0.028;0.028;0.009;;257.7;138.5;240.1;233.5;74.9;120.2;235.9;272.4;274.8;272.9
Model_305;0.040;0.010;0.026;0.021;0.009;0.008;0.009;0.024;0.030;0.009;;299.1;140.5;323.9;353.2;82.3;214.5;300.7;373.3;246.2;250
Model_306;0.035;0.009;0.026;0.019;0.008;0.010;0.011;0.024;0.029;0.013;;338.9;281.4;337.2;400.7;76.3;233.4;303.9;352.2;239.8;199.6
Model_307;0.043;0.009;0.026;0.024;0.012;0.009;0.010;0.026;0.027;0.011;;262.6;213.8;316.3;266.1;53.6;211.3;252.6;319.7;289.2;205.1
Model_308;0.041;0.010;0.031;0.024;0.008;0.009;0.010;0.026;0.024;0.010;;273.6;197.6;250.2;264;52.5;245.3;288.5;314.4;363.6;274.8
Model_309;0.038;0.009;0.029;0.020;0.010;0.011;0.012;0.028;0.029;0.012;;287;262.5;271.8;369.3;59.2;173.7;237.5;266.1;239.4;210
Model_310;0.042;0.013;0.026;0.021;0.012;0.008;0.011;0.028;0.027;0.013;;257.2;135.5;314.5;332;64.5;343.8;225.4;275.8;274.7;193.2
Model_311;0.036;0.010;0.031;0.026;0.010;0.009;0.009;0.027;0.024;0.010;;322;189;252.4;224.8;48.7;234.6;310.8;295.5;366.1;261.8
Model_312;0.037;0.012;0.031;0.024;0.012;0.011;0.013;0.031;0.024;0.010;;287.1;168.4;238.9;273.7;55.9;203.3;214.8;215.8;354.7;308
Model_313;0.036;0.011;0.026;0.025;0.009;0.009;0.008;0.024;0.030;0.011;;343.6;134.2;333.8;247.4;43.8;194;345.9;373.6;249.4;196.8
Model_314;0.035;0.011;0.028;0.020;0.011;0.009;0.010;0.025;0.028;0.013;;337.7;192.1;303.3;360.6;50.4;281.6;324.3;331.1;256.4;202
Model_315;0.038;0.011;0.030;0.023;0.009;0.011;0.010;0.030;0.030;0.012;;287.5;165.2;254.4;279.3;53.2;161.3;248.8;242.1;226.5;196
Model_316;0.041;0.011;0.031;0.026;0.009;0.011;0.009;0.024;0.030;0.012;;289.8;159.6;266;227.4;57.2;155.5;338.6;364.4;251.2;196.5
Model_317;0.038;0.011;0.026;0.024;0.010;0.012;0.008;0.029;0.026;0.010;;296.9;163.7;309.7;257.8;100.2;138.4;265.2;269.2;303.9;261.9
Model_318;0.042;0.011;0.027;0.023;0.012;0.012;0.013;0.027;0.029;0.012;;255.9;185.1;302.3;280.6;64.1;154.8;216.8;282.2;241.2;218.2
Model_319;0.038;0.010;0.024;0.026;0.009;0.008;0.010;0.027;0.029;0.009;;302.4;129.1;348.8;235.5;68.8;200.4;225.4;300.8;259.8;224.4
Model_320;0.035;0.011;0.024;0.021;0.011;0.010;0.009;0.027;0.023;0.013;;334.6;235.2;366.4;315.7;129.3;276.9;297.6;299.1;363.3;235.2
Model_321;0.036;0.012;0.030;0.020;0.011;0.011;0.008;0.023;0.028;0.013;;343.7;176.9;292.4;350.5;108.1;209.6;420.4;397.4;264.2;227.6
Model_322;0.036;0.012;0.026;0.022;0.012;0.009;0.012;0.031;0.026;0.013;;303.2;172.2;311.6;305.6;57.5;296.2;208.7;222.8;293.5;202.1
Model_323;0.042;0.009;0.030;0.019;0.009;0.011;0.012;0.024;0.028;0.013;;268.1;302.9;273.9;398.6;87.6;207.9;285.9;344.8;255.9;213.3
Model_324;0.035;0.009;0.024;0.024;0.010;0.011;0.008;0.026;0.023;0.009;;343.8;233.2;359.2;260.9;86.9;160.8;308;328.1;393.8;311.8
Model_325;0.042;0.009;0.031;0.019;0.010;0.010;0.011;0.023;0.029;0.009;;279.2;210.1;262.8;425.2;138.8;169.6;307.8;380.1;258.1;302
Model_326;0.038;0.012;0.029;0.021;0.011;0.012;0.012;0.023;0.026;0.009;;305.4;149.7;291.5;345.2;133.6;152.2;305;368.9;309.2;358.3
Model_327;0.037;0.009;0.024;0.022;0.012;0.012;0.009;0.025;0.026;0.013;;320.4;288.5;371;297.8;92.7;160;304.9;345.2;295.5;200.9
